,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
20200817,99.48,4.71,6.07,3.38,2.7,177.75,6.73,7.42,6.01,1.41,178.62
20200818,99.54,3.27,4.1,2.53,1.58,182.31,4.91,6.34,3.01,3.33,183.06
20200819,99.29,5.06,8.38,0.56,7.81,106.31,6.98,11.26,0.92,10.34,106.94
20200820,99.34,7.4,10.21,4.12,6.09,124.25,10.1,13.6,6.16,7.45,125.56
20200821,99.95,4.88,6.72,3.48,3.24,154.75,7.09,8.44,5.81,2.62,155.75
20200822,100.13,2.97,4.63,1.9,2.73,183.0,4.7,7.28,2.12,5.16,184.12
20200823,100.04,1.74,2.5,0.82,1.68,206.06,3.12,5.09,0.94,4.16,207.25
20200824,99.9,2.62,5.15,1.3,3.84,249.81,4.12,8.14,2.25,5.89,265.12
20200825,99.9,4.2,4.87,3.45,1.41,325.94,6.34,7.36,5.05,2.3,326.94
20200826,99.59,6.09,8.2,3.77,4.44,116.94,8.4,10.48,5.39,5.09,118.44
20200827,99.78,6.17,7.66,4.61,3.05,153.0,8.55,9.59,7.32,2.27,153.88
20200828,99.9,4.58,5.8,3.33,2.47,172.0,6.79,7.18,5.8,1.38,172.69
20200829,100.0,3.52,4.88,2.33,2.55,195.69,5.62,6.54,4.38,2.16,196.31
20200830,100.09,2.31,3.16,1.26,1.9,243.25,3.64,5.84,2.1,3.74,243.25
20200831,100.12,2.09,3.52,0.49,3.02,269.5,3.32,5.23,0.83,4.41,270.0
20200901,100.15,3.84,5.79,1.42,4.38,169.56,5.59,7.38,2.84,4.54,170.31
20200902,100.37,4.12,6.62,2.31,4.3,156.25,6.27,8.08,5.15,2.93,156.69
20200903,100.51,2.29,2.78,1.77,1.02,177.81,3.69,4.98,2.8,2.19,177.88
20200904,100.39,1.98,3.19,1.26,1.93,216.56,3.36,6.48,1.41,5.07,217.31
20200905,100.19,3.38,4.11,2.31,1.8,209.0,5.45,7.7,4.1,3.6,209.75
20200906,100.12,3.32,4.48,2.17,2.3,204.38,5.38,6.31,3.14,3.17,204.94
20200907,100.18,3.24,4.19,2.39,1.8,199.75,5.14,6.55,3.12,3.43,200.44
20200908,100.22,1.76,3.04,0.05,2.98,218.31,3.3,5.54,0.15,5.39,219.19
20200909,100.2,2.45,3.26,1.66,1.6,182.19,4.16,5.77,2.34,3.42,182.56
20200910,99.96,3.23,4.82,1.59,3.23,199.69,5.17,6.52,3.62,2.9,200.12
20200911,100.01,3.95,5.2,2.9,2.3,183.5,6.23,7.43,5.38,2.05,184.19
20200912,100.24,2.71,3.55,2.03,1.52,181.19,4.57,5.99,3.2,2.79,181.38
20200913,100.3,1.87,2.3,1.32,0.98,188.5,3.2,5.26,1.91,3.35,188.31
20200914,100.23,2.02,2.68,1.12,1.56,149.81,3.38,5.1,1.84,3.27,150.19
20200915,100.2,2.16,2.92,0.94,1.98,177.0,3.69,6.02,1.55,4.47,177.44
20200916,100.16,2.74,3.55,1.55,2.01,189.56,4.52,6.59,2.88,3.71,190.0
20200917,100.1,2.62,3.08,2.08,1.0,199.5,4.55,6.01,3.17,2.84,200.12
20200918,99.97,1.47,2.43,0.55,1.88,207.12,2.51,5.24,0.6,4.64,208.12
20200919,99.75,1.6,2.37,1.11,1.26,122.56,2.36,3.28,1.72,1.56,122.62
20200920,99.54,1.87,3.02,0.78,2.23,149.0,2.98,4.22,0.98,3.24,148.81
20200921,99.46,4.05,7.94,0.94,7.0,139.62,6.04,10.8,1.53,9.27,140.38
20200922,99.77,4.34,6.2,2.59,3.61,168.44,6.84,7.82,5.08,2.74,169.25
20200923,100.05,4.28,5.73,3.42,2.31,180.94,6.52,7.23,5.3,1.92,181.88
20200924,100.19,4.0,5.55,3.2,2.34,191.31,6.2,7.11,4.81,2.3,192.06
20200925,100.02,4.05,5.1,3.24,1.86,197.56,6.17,6.97,5.42,1.55,198.25
20200926,99.95,2.67,3.68,1.13,2.55,233.0,4.49,6.67,2.27,4.41,235.12
20200927,100.12,1.48,2.51,0.88,1.63,224.75,2.54,4.81,1.03,3.78,224.75
20200928,100.18,1.74,3.5,0.13,3.38,299.56,2.59,5.27,0.2,5.07,299.69
20200929,100.08,1.24,1.72,0.91,0.82,183.38,2.02,3.66,1.02,2.64,183.0
20200930,99.98,1.09,1.77,0.8,0.97,169.06,1.7,2.65,1.01,1.65,169.75
20201001,99.98,1.9,3.09,0.57,2.52,96.81,2.89,3.75,0.84,2.91,97.69
20201002,100.08,2.3,3.15,1.5,1.65,77.0,3.81,4.9,2.88,2.02,77.25
20201003,100.17,2.12,3.26,1.54,1.73,113.38,3.38,4.33,2.81,1.52,113.44
20201004,100.23,2.19,3.43,1.17,2.26,113.5,3.46,4.27,1.86,2.4,113.5
20201005,100.21,2.1,3.53,0.3,3.23,108.81,3.25,4.28,0.42,3.86,109.06
20201006,100.35,2.2,3.29,1.45,1.84,122.88,3.56,4.24,2.69,1.55,123.25
20201007,100.45,1.7,3.1,0.67,2.43,108.31,2.52,4.18,1.11,3.07,108.31
20201008,100.47,1.21,2.14,0.16,1.98,150.5,1.73,3.2,0.23,2.97,151.5
20201009,100.45,0.98,1.63,0.68,0.95,194.88,1.45,2.94,0.73,2.21,195.0
20201010,100.34,1.02,1.67,0.24,1.43,128.12,1.59,2.75,0.34,2.41,129.06
20201011,100.21,1.16,2.38,0.23,2.14,173.44,1.71,3.34,0.29,3.05,172.12
20201012,100.13,1.29,2.44,0.23,2.21,158.31,1.8,3.07,0.3,2.77,158.44
20201013,100.16,2.08,3.09,0.98,2.12,104.25,3.27,5.4,1.67,3.73,104.44
20201014,100.25,2.34,3.73,1.15,2.59,110.25,3.76,5.09,1.98,3.11,110.12
20201015,100.27,2.09,2.78,1.41,1.38,115.44,3.28,4.34,2.31,2.03,115.56
20201016,100.27,1.43,2.67,0.28,2.39,126.31,2.01,3.7,0.45,3.25,126.44
20201017,100.31,1.62,3.36,0.1,3.26,167.12,2.58,5.18,0.12,5.05,167.06
20201018,100.35,1.46,2.02,0.43,1.59,171.06,2.23,3.68,0.61,3.07,170.81
20201019,100.33,1.24,2.3,0.27,2.02,214.06,2.09,4.35,0.38,3.98,214.75
20201020,100.31,2.15,3.01,1.78,1.23,164.75,3.5,4.34,2.84,1.51,164.69
20201021,100.38,2.55,4.33,1.17,3.16,119.75,3.96,5.49,1.86,3.63,120.0
20201022,100.16,3.59,5.02,2.41,2.61,61.38,5.56,6.3,4.79,1.5,62.25
20201023,100.02,3.91,5.83,2.5,3.33,111.75,6.08,7.31,4.37,2.95,111.94
20201024,100.34,2.73,3.81,1.34,2.48,332.06,4.27,5.59,2.11,3.48,332.38
20201025,100.66,1.54,2.86,0.77,2.09,320.94,2.32,4.28,1.09,3.2,321.62
20201026,100.74,2.04,3.16,0.99,2.16,324.56,3.14,5.7,1.42,4.27,324.56
20201027,100.71,2.42,3.48,2.09,1.39,298.19,3.93,5.85,2.6,3.25,283.5
20201028,100.81,2.62,3.77,2.11,1.66,338.56,4.28,6.38,2.83,3.55,338.88
20201029,100.78,2.9,4.42,1.96,2.45,299.0,4.73,6.79,3.27,3.53,284.31
20201030,100.65,3.27,4.51,2.29,2.23,340.31,5.3,6.91,4.18,2.73,340.75
20201031,100.64,2.39,4.26,0.3,3.95,228.44,3.47,6.27,0.51,5.76,228.62
20201101,100.73,3.35,5.8,1.45,4.34,162.75,5.34,7.29,2.74,4.55,133.5
20201102,100.87,2.58,3.74,1.65,2.09,194.75,3.98,5.24,2.73,2.51,165.56
20201103,100.9,2.28,3.73,1.45,2.28,297.69,3.55,6.16,2.17,3.98,298.0
20201104,100.9,2.23,3.46,0.98,2.48,340.38,3.66,6.41,1.37,5.04,340.5
20201105,101.02,1.63,2.86,0.51,2.35,198.81,2.54,5.26,0.73,4.53,213.25
20201106,101.24,1.76,2.3,0.27,2.02,231.0,2.45,3.25,0.37,2.88,245.88
20201107,101.27,2.41,3.36,1.73,1.63,251.19,3.76,5.26,2.49,2.77,251.5
20201108,101.27,2.8,3.81,2.12,1.7,205.44,4.43,6.18,3.5,2.67,205.81
20201109,101.13,2.52,4.05,1.64,2.41,182.94,4.02,6.47,2.43,4.05,183.56
20201110,101.06,2.49,3.36,1.8,1.56,34.5,3.81,5.41,2.75,2.66,35.06
20201111,101.18,2.71,3.62,2.16,1.46,47.44,4.47,6.05,2.93,3.12,47.94
20201112,101.25,3.12,4.27,2.36,1.91,107.88,5.27,6.23,4.01,2.22,93.19
20201113,101.15,3.28,4.36,2.47,1.9,139.44,5.2,6.44,3.97,2.46,124.88
20201114,101.08,2.72,3.94,2.04,1.9,138.38,4.27,6.12,3.22,2.91,138.62
20201115,101.1,2.58,3.64,1.86,1.77,209.81,4.03,5.8,2.95,2.86,210.06
20201116,101.05,2.19,3.47,1.09,2.38,337.75,3.23,5.36,1.58,3.78,337.69
20201117,100.94,1.88,2.82,0.03,2.79,284.06,2.89,5.3,0.05,5.26,284.0
20201118,100.97,1.77,2.38,0.7,1.68,239.56,2.7,4.6,1.05,3.55,238.88
20201119,100.91,1.37,2.47,0.48,1.98,250.31,1.93,3.74,0.7,3.05,249.81
20201120,100.86,1.75,2.5,0.91,1.59,297.31,2.67,4.59,1.29,3.3,296.94
20201121,100.93,2.77,3.84,1.77,2.07,341.0,4.31,6.08,2.94,3.14,341.06
20201122,101.19,2.3,3.59,1.24,2.36,209.5,3.67,6.06,1.8,4.27,209.62
20201123,101.31,2.52,3.57,1.85,1.72,12.88,3.88,5.98,2.26,3.73,13.19
20201124,101.25,2.62,3.93,1.86,2.07,251.44,3.95,5.73,2.88,2.85,251.62
20201125,101.22,2.81,4.09,1.91,2.18,238.94,4.38,6.43,3.05,3.38,224.38
20201126,101.27,2.76,3.74,2.04,1.7,275.25,4.7,6.44,3.13,3.3,275.69
20201127,101.36,3.26,4.55,2.46,2.09,259.88,5.66,6.7,3.71,2.99,245.38
20201128,101.38,3.29,4.12,2.5,1.62,158.88,5.12,6.2,3.13,3.06,159.19
20201129,101.34,2.98,4.08,1.92,2.16,168.44,4.84,6.59,2.89,3.7,168.75
20201130,101.29,2.35,3.87,1.31,2.55,219.44,3.45,5.98,1.88,4.09,219.5
20201201,101.3,1.95,3.8,0.95,2.85,322.69,2.77,5.73,1.28,4.45,307.88
20201202,101.11,1.55,3.08,0.23,2.85,269.56,2.25,4.62,0.31,4.32,269.44
20201203,101.04,1.41,2.33,0.59,1.75,239.44,1.92,3.54,0.8,2.74,238.62
20201204,100.99,1.48,2.2,0.66,1.53,245.12,2.09,3.47,0.88,2.59,244.88
20201205,101.07,1.59,2.26,0.91,1.34,235.06,2.2,3.14,0.98,2.16,234.31
20201206,101.24,1.26,1.78,0.52,1.26,272.0,1.73,2.5,0.57,1.93,271.5
20201207,101.32,1.95,3.07,0.96,2.11,246.19,2.96,5.15,1.36,3.8,245.94
20201208,101.31,2.0,2.62,1.05,1.58,189.0,3.1,4.55,1.16,3.39,188.56
20201209,101.17,1.8,3.05,0.69,2.37,207.56,2.61,4.53,0.95,3.59,207.25
20201210,101.09,1.79,2.95,0.38,2.56,242.12,2.55,4.36,0.52,3.84,242.06
20201211,101.14,1.73,2.44,0.56,1.88,257.5,2.44,3.46,0.74,2.71,257.31
20201212,101.07,1.7,2.69,0.12,2.57,241.88,2.47,3.99,0.17,3.81,241.62
20201213,100.93,1.62,2.72,0.31,2.41,321.19,2.32,4.53,0.41,4.12,306.31
20201214,101.08,2.27,3.5,0.88,2.63,192.94,3.25,5.18,1.23,3.95,193.06
20201215,101.28,2.55,3.59,1.08,2.51,111.19,3.88,5.88,1.55,4.34,111.44
20201216,101.35,2.23,3.22,1.33,1.89,157.44,3.3,5.09,1.94,3.16,157.31
20201217,101.27,2.47,3.55,1.46,2.09,140.44,3.69,5.68,2.14,3.55,170.25
20201218,101.32,2.41,2.95,1.94,1.0,127.25,3.62,4.83,2.62,2.21,127.12
20201219,101.46,2.97,4.35,2.48,1.88,121.81,4.66,5.61,2.73,2.88,121.88
20201220,101.46,2.74,3.47,2.03,1.44,284.81,4.39,6.28,2.52,3.76,285.06
20201221,101.29,2.55,3.94,1.88,2.05,277.19,3.94,6.53,2.73,3.8,277.38
20201222,101.18,2.12,3.66,0.88,2.77,262.25,3.34,6.57,0.98,5.59,262.19
20201223,101.1,2.12,3.45,1.31,2.13,255.31,3.05,5.19,1.86,3.33,255.38
20201224,101.06,1.95,3.41,1.3,2.1,236.31,2.77,4.93,1.8,3.12,236.38
20201225,101.12,2.56,3.49,1.66,1.83,336.19,3.88,5.41,2.38,3.02,336.31
20201226,101.21,2.91,4.41,2.11,2.3,246.38,4.54,6.68,3.37,3.31,246.56
20201227,101.13,2.2,3.38,0.77,2.59,261.62,3.32,5.56,1.02,4.54,261.62
20201228,101.05,1.27,2.35,0.29,2.06,238.0,1.77,3.63,0.37,3.27,237.88
20201229,101.1,1.71,2.44,0.7,1.74,211.25,2.41,3.64,0.77,2.87,210.88
20201230,101.24,2.77,3.97,1.16,2.8,220.75,4.28,6.41,1.62,4.78,205.88
20201231,101.28,3.08,4.31,2.43,1.88,262.12,4.88,6.8,3.25,3.55,262.31
20210101,101.31,2.73,3.91,1.95,1.96,321.81,4.3,6.27,2.73,3.54,322.19
20210102,101.27,2.06,3.09,0.15,2.94,252.75,3.11,5.76,0.19,5.57,237.81
20210103,101.1,1.42,2.49,0.71,1.78,211.31,1.96,3.97,0.95,3.01,211.31
20210104,101.15,1.43,2.61,0.38,2.23,158.56,1.95,3.95,0.49,3.45,188.62
20210105,101.15,1.52,3.28,0.06,3.21,259.75,2.02,4.19,0.08,4.1,260.0
20210106,100.99,1.73,3.3,0.23,3.07,320.19,2.57,5.39,0.3,5.09,320.31
20210107,100.84,1.65,2.96,0.4,2.56,233.12,2.59,5.6,0.54,5.06,232.62
20210108,100.9,2.5,4.0,1.12,2.87,260.62,3.77,6.49,1.6,4.89,260.94
20210109,100.89,1.65,3.12,0.44,2.69,168.69,2.38,4.65,0.6,4.05,168.75
20210110,100.88,2.07,2.71,0.59,2.12,253.5,3.1,4.8,0.88,3.93,253.0
20210111,101.02,2.42,3.17,1.57,1.6,238.81,3.7,5.52,2.33,3.19,238.69
20210112,101.15,2.61,3.33,1.69,1.64,113.94,4.09,5.86,2.73,3.12,113.94
20210113,101.17,2.16,3.65,0.74,2.91,93.5,3.48,5.71,0.7,5.02,92.88
20210114,101.17,2.5,3.29,1.3,1.98,128.56,4.08,6.52,1.34,5.18,113.44
20210115,101.04,2.52,3.36,1.34,2.02,129.5,4.0,6.52,1.39,5.13,129.38
20210116,100.94,2.02,3.3,0.67,2.62,187.88,2.96,4.92,0.66,4.27,187.88
20210117,101.21,2.44,3.06,1.65,1.41,76.12,3.66,5.23,2.35,2.88,76.56
20210118,101.22,1.8,3.13,0.86,2.27,186.31,2.59,4.53,1.2,3.34,186.38
20210119,100.97,2.0,3.34,0.51,2.84,216.5,3.21,7.09,0.64,6.46,216.31
20210120,100.86,2.41,3.67,1.17,2.5,190.75,3.76,7.12,1.8,5.33,189.44
20210121,101.0,2.8,3.86,1.62,2.23,234.0,4.37,7.19,2.17,5.02,233.69
20210122,101.13,2.46,3.2,0.82,2.38,171.88,3.85,5.95,0.88,5.08,171.62
20210123,101.05,1.96,3.27,0.84,2.42,211.81,2.82,4.43,1.23,3.2,211.19
20210124,101.09,1.56,2.75,0.85,1.9,128.5,2.27,4.5,0.88,3.62,128.12
20210125,101.18,1.98,2.95,0.34,2.6,99.25,3.15,5.65,0.48,5.16,99.25
20210126,101.19,2.38,2.82,1.8,1.02,82.62,3.84,5.73,1.95,3.77,82.88
20210127,101.27,2.67,3.2,2.03,1.16,101.44,4.16,5.77,2.48,3.29,101.56
20210128,101.34,2.84,3.66,2.26,1.41,111.56,4.42,6.47,2.66,3.81,96.75
20210129,101.26,1.88,2.94,0.27,2.66,187.44,2.71,4.66,0.35,4.3,202.0
20210130,101.22,2.75,3.77,0.8,2.97,229.25,4.38,6.52,1.08,5.45,229.19
20210131,101.42,2.78,3.62,2.17,1.46,245.62,4.28,5.88,2.41,3.47,245.62
20210201,101.54,2.18,3.24,1.41,1.82,229.69,3.06,4.77,1.69,3.08,229.69
20210202,101.46,2.27,3.5,1.34,2.16,255.44,3.25,5.44,1.9,3.54,240.31
20210203,101.34,2.2,3.08,1.27,1.82,222.81,3.09,4.26,1.7,2.56,222.69
20210204,101.3,2.28,3.36,1.76,1.61,301.25,3.35,5.68,2.0,3.68,301.75
20210205,101.14,1.68,2.8,0.38,2.44,276.31,2.37,4.38,0.52,3.86,276.62
20210206,101.06,2.3,3.84,0.39,3.45,211.88,3.9,7.75,0.52,7.23,196.5
20210207,101.23,3.12,4.12,2.16,1.97,220.38,5.05,6.51,3.52,2.99,220.06
20210208,101.29,2.84,4.13,1.84,2.3,336.56,4.3,6.54,2.69,3.85,336.75
20210209,101.17,1.77,2.73,0.38,2.35,241.69,2.57,4.52,0.43,4.09,241.75
20210210,100.97,2.07,3.14,0.45,2.69,213.19,3.12,5.8,0.56,5.23,212.12
20210211,100.95,1.33,2.93,0.3,2.62,242.75,1.93,5.23,0.31,4.92,241.69
20210212,101.05,1.99,3.38,1.01,2.37,244.81,2.97,4.99,1.12,3.87,243.69
20210213,101.08,1.54,2.75,0.29,2.46,202.25,2.3,4.84,0.31,4.52,203.12
20210214,101.03,1.56,2.97,0.36,2.62,246.31,2.41,5.77,0.32,5.46,245.62
20210215,100.9,2.21,3.09,0.61,2.48,220.19,3.29,5.63,0.88,4.76,219.25
20210216,100.88,1.91,2.85,0.4,2.45,211.25,2.84,5.56,0.57,4.99,211.62
20210217,100.97,1.72,2.84,0.62,2.23,262.81,2.62,5.92,0.62,5.3,263.44
20210218,101.18,2.13,3.52,1.3,2.23,336.0,3.17,6.05,1.78,4.27,336.31
20210219,101.3,2.91,4.38,1.95,2.43,240.5,4.58,7.09,3.31,3.77,241.06
20210220,101.35,2.02,3.3,0.77,2.55,263.25,3.33,7.05,0.84,6.22,248.62
20210221,101.24,2.22,3.24,0.57,2.67,277.81,3.24,5.72,0.74,4.98,277.75
20210222,101.12,2.09,3.49,0.2,3.3,261.31,3.05,6.09,0.29,5.81,260.69
20210223,100.92,1.97,3.12,0.38,2.74,248.5,2.88,4.58,0.55,4.02,248.19
20210224,100.75,1.85,2.64,0.39,2.26,248.12,2.62,4.48,0.54,3.95,246.88
20210225,100.62,2.37,3.34,0.08,3.25,244.44,3.38,5.19,0.17,5.02,244.88
20210226,100.41,2.35,3.34,0.74,2.59,222.25,3.52,5.35,1.05,4.3,221.38
20210227,100.43,2.44,4.09,0.41,3.7,254.69,3.52,6.23,0.61,5.62,254.0
20210228,100.53,2.49,3.25,0.33,2.92,234.62,4.17,6.95,0.45,6.5,234.81
20210301,100.77,2.56,3.7,0.54,3.16,204.25,4.08,7.5,0.59,6.91,203.56
20210302,100.87,2.04,3.47,1.04,2.44,183.0,3.21,6.83,1.41,5.41,182.75
20210303,100.87,2.45,4.31,1.17,3.14,247.69,3.44,6.59,1.69,4.91,232.31
20210304,100.85,2.36,3.93,0.44,3.49,230.88,3.71,8.35,0.62,7.73,230.81
20210305,100.69,2.92,3.63,1.81,1.82,217.94,5.01,7.74,2.59,5.16,219.0
20210306,100.69,1.98,3.41,0.59,2.82,258.19,3.12,7.04,1.01,6.04,257.88
20210307,100.83,1.58,2.59,0.33,2.27,176.69,2.09,3.16,0.42,2.74,176.25
20210308,100.91,2.05,4.07,0.64,3.43,234.38,3.38,8.05,0.81,7.24,234.75
20210309,100.82,2.99,4.73,0.45,4.27,211.94,5.04,8.38,0.52,7.86,211.44
20210310,100.81,2.55,4.3,1.1,3.2,171.12,4.35,7.58,1.42,6.16,170.12
20210311,100.94,2.41,3.44,1.87,1.57,171.88,4.02,6.55,2.26,4.29,172.19
20210312,101.07,1.7,2.29,0.56,1.73,173.25,2.81,5.06,0.6,4.46,175.38
20210313,101.03,2.12,3.91,0.3,3.61,278.75,3.35,5.21,0.38,4.84,276.94
20210314,100.86,1.94,3.04,0.6,2.44,242.19,2.91,5.22,0.83,4.39,241.62
20210315,100.74,1.99,2.84,0.4,2.45,217.94,3.2,5.92,0.52,5.39,218.12
20210316,100.72,1.79,2.55,0.25,2.3,244.12,2.48,3.83,0.35,3.48,243.12
20210317,100.66,2.2,3.16,1.18,1.98,234.0,3.23,4.68,1.52,3.16,233.5
20210318,100.64,2.13,3.12,0.09,3.02,237.19,3.23,5.14,0.11,5.03,236.0
20210319,100.57,1.91,3.05,0.36,2.7,252.0,2.95,5.17,0.45,4.72,251.62
20210320,100.4,2.22,3.56,0.73,2.83,235.19,4.09,6.23,0.94,5.3,235.25
20210321,100.44,1.18,2.66,0.12,2.54,192.88,1.91,5.72,0.15,5.57,193.56
20210322,100.67,1.27,2.27,0.17,2.09,204.38,1.91,4.19,0.18,4.01,202.75
20210323,100.74,1.62,2.94,0.2,2.73,201.12,2.81,6.38,0.2,6.19,200.75
20210324,100.63,2.3,3.05,1.52,1.53,212.31,3.88,6.7,2.25,4.44,226.69
20210325,100.6,2.45,4.09,0.34,3.75,211.38,3.73,5.88,0.59,5.3,211.62
20210326,100.58,2.23,3.09,0.48,2.61,247.06,3.55,5.75,0.73,5.02,246.12
20210327,100.52,1.46,3.03,0.06,2.98,233.19,2.52,6.1,0.25,5.85,230.88
20210328,100.38,2.02,4.12,0.41,3.71,198.62,3.66,7.64,0.36,7.28,211.94
20210329,100.14,2.82,4.1,0.7,3.4,214.25,4.57,7.05,1.07,5.98,213.94
20210330,99.71,2.72,5.38,0.38,5.0,224.25,3.84,6.59,0.7,5.9,225.88
20210331,99.52,3.16,5.13,0.76,4.38,220.5,4.67,6.27,1.53,4.73,219.75
20210401,99.81,2.84,5.28,1.05,4.23,223.81,4.44,9.57,1.07,8.5,225.62
20210402,100.15,2.16,3.56,0.57,2.99,178.88,3.48,7.26,0.66,6.6,194.0
20210403,100.36,2.27,3.77,0.78,3.0,189.12,3.91,7.15,0.79,6.36,190.19
20210404,100.45,2.6,4.0,1.63,2.37,197.25,4.13,7.68,2.28,5.4,197.69
20210405,100.6,2.39,3.88,0.98,2.89,187.62,4.2,7.23,1.02,6.2,189.12
20210406,100.59,4.94,6.27,3.24,3.03,182.94,7.12,9.4,5.32,4.08,183.56
20210407,100.56,5.43,7.72,3.51,4.21,178.62,7.17,10.07,4.38,5.7,180.31
20210408,100.4,6.48,8.57,5.18,3.39,181.25,8.19,10.92,6.25,4.67,182.94
20210409,100.46,5.22,6.65,4.34,2.31,180.38,6.74,9.02,4.75,4.28,181.81
20210410,100.6,3.55,5.98,1.55,4.44,197.25,4.81,8.29,1.66,6.62,199.25
20210411,100.69,3.23,5.92,1.46,4.46,205.38,4.72,8.57,1.7,6.86,208.19
20210412,100.73,3.3,5.06,1.53,3.53,211.25,4.99,7.75,1.8,5.95,211.75
20210413,100.61,3.3,5.08,2.15,2.94,200.38,5.11,8.24,2.34,5.91,201.62
20210414,100.48,4.45,6.81,2.3,4.52,196.44,6.29,9.41,2.43,6.97,198.06
20210415,100.32,3.73,6.52,0.29,6.23,205.88,5.48,9.2,0.41,8.8,209.75
20210416,100.41,4.01,7.56,1.82,5.74,190.56,5.59,9.48,1.88,7.59,192.19
20210417,100.56,4.91,7.86,2.89,4.97,188.94,6.66,9.7,4.05,5.65,190.19
20210418,100.54,3.84,6.77,2.27,4.5,202.62,5.41,9.22,2.73,6.49,205.19
20210419,100.33,2.93,5.13,1.46,3.67,234.0,4.62,8.51,1.77,6.75,234.94
20210420,100.29,3.2,5.96,1.36,4.61,220.31,4.79,8.52,1.66,6.85,222.0
20210421,100.39,4.58,6.8,3.16,3.64,193.12,6.04,8.95,3.51,5.44,194.44
20210422,100.48,2.62,4.77,0.23,4.53,232.88,3.73,6.89,0.4,6.49,233.0
20210423,100.49,2.26,3.09,1.09,2.02,290.06,3.31,4.95,1.6,3.34,290.19
20210424,100.39,2.89,4.6,0.84,3.77,225.0,4.5,8.02,1.22,6.81,226.12
20210425,100.29,3.38,5.59,1.31,4.28,214.62,5.2,8.7,1.46,7.23,215.56
20210426,100.26,2.89,4.32,1.44,2.88,216.06,4.44,6.74,1.69,5.05,217.12
20210427,100.34,2.83,5.12,0.34,4.79,200.5,4.16,7.36,0.39,6.98,205.25
20210428,100.5,4.12,5.4,2.27,3.14,185.44,5.6,7.88,3.66,4.23,186.19
20210429,100.55,3.98,4.95,2.73,2.21,175.88,5.54,6.45,4.81,1.64,176.62
20210430,100.44,4.39,6.17,2.67,3.5,182.5,5.94,8.67,4.71,3.96,183.5
20210501,100.46,3.44,4.92,2.36,2.56,186.88,4.86,7.64,2.55,5.09,188.06
20210502,100.47,3.47,5.7,2.16,3.55,184.88,4.77,7.85,2.89,4.95,186.88
20210503,100.36,3.93,5.35,2.93,2.42,189.88,5.53,8.2,3.17,5.03,191.38
20210504,100.48,3.2,4.0,2.21,1.8,170.0,4.79,6.45,3.05,3.41,171.75
20210505,100.5,3.35,4.02,2.16,1.85,175.69,4.95,6.84,3.49,3.34,176.88
20210506,100.59,3.48,6.05,1.73,4.32,184.75,4.91,8.88,2.75,6.12,186.38
20210507,100.65,4.04,6.22,2.79,3.43,180.25,5.64,8.88,3.08,5.81,182.06
20210508,100.52,3.43,5.38,0.32,5.06,200.62,4.82,7.59,0.51,7.09,203.12
20210509,100.4,3.89,6.12,2.55,3.57,190.81,5.35,8.53,2.84,5.7,192.38
20210510,100.26,3.52,5.81,1.37,4.45,207.88,4.96,8.18,1.56,6.62,210.31
20210511,100.19,3.89,5.93,2.36,3.57,183.06,5.36,8.05,2.65,5.41,185.06
20210512,100.05,2.81,5.34,1.88,3.48,194.62,4.31,8.23,2.08,6.16,197.19
20210513,100.04,2.82,5.66,0.3,5.34,186.0,4.07,8.43,0.73,7.7,188.5
20210514,99.96,2.85,4.32,0.55,3.77,219.94,4.27,5.69,0.86,4.83,220.69
20210515,100.11,3.53,5.14,2.14,3.0,196.12,5.1,7.66,2.93,4.73,196.81
20210516,100.25,3.77,5.91,2.51,3.4,199.94,5.02,8.29,2.63,5.66,201.38
20210517,100.24,4.24,6.34,2.88,3.47,198.12,5.56,8.41,3.12,5.28,199.88
20210518,100.11,4.55,6.52,3.31,3.2,208.06,5.92,8.66,4.19,4.48,210.19
20210519,100.07,3.93,5.38,2.48,2.91,202.19,5.19,7.51,2.97,4.54,204.31
20210520,100.08,3.76,5.85,1.88,3.98,207.19,5.38,7.52,3.6,3.92,207.94
20210521,100.07,3.0,4.7,1.88,2.83,201.81,4.45,7.16,2.12,5.04,202.88
20210522,99.94,2.21,3.57,1.2,2.38,227.25,3.36,5.77,1.45,4.3,228.0
20210523,99.88,2.08,3.1,1.02,2.07,138.81,2.91,4.6,1.52,3.08,138.69
20210524,99.85,3.76,6.14,1.69,4.45,41.5,5.62,7.48,2.76,4.72,41.44
20210525,99.41,7.76,10.21,3.12,7.09,41.88,10.31,12.98,4.98,8.0,43.06
20210526,98.57,13.6,15.9,9.7,6.19,86.81,17.54,20.02,13.12,6.9,88.81
20210527,99.24,10.3,12.75,6.3,6.45,164.62,13.54,17.0,9.12,7.87,165.81
20210528,100.02,5.62,7.5,2.95,4.55,159.88,7.84,9.01,5.63,3.38,160.44
20210529,100.15,4.04,5.09,2.42,2.68,177.06,5.89,7.48,4.99,2.49,177.81
20210530,100.02,4.36,5.14,3.14,2.0,188.81,6.09,7.36,5.16,2.2,189.75
20210531,99.79,4.2,4.96,3.02,1.94,197.0,6.02,7.39,4.23,3.16,198.25
20210601,99.95,3.08,4.01,2.03,1.97,196.12,4.9,6.56,3.29,3.27,197.06
20210602,100.12,2.44,3.16,1.47,1.69,218.81,3.92,6.09,2.37,3.73,219.44
