,Date,PS,WS10M,WS10M_RANGE,WD10M,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,Visibility,Cloud Cover,Conditions,weather_type
1712,2021-09-11,99.9,4.09,3.72,63.19,27.55,91.38,20.47,137.14,4.0,99.5,Overcast,Overcast
1713,2021-09-12,99.56,5.19,3.14,53.5,27.86,90.88,19.21,169.73,4.0,41.6,Partially cloudy,Partially cloudy
1714,2021-09-13,99.41,6.7,5.49,106.56,27.34,93.94,24.3,115.36,4.0,100.0,Overcast,Light Rain
1715,2021-09-14,99.94,6.52,2.36,145.38,27.29,94.0,96.48,26.59,3.9,100.0,Overcast,Rain
1716,2021-09-15,100.23,4.12,3.55,155.25,27.21,95.75,54.84,36.29,2.1,100.0,Overcast,Heavy Rain
1717,2021-09-16,100.14,2.25,2.04,190.06,27.58,88.75,4.81,179.05,4.0,99.8,Overcast,Overcast
1718,2021-09-17,100.06,2.29,1.75,199.06,27.45,90.12,1.81,178.83,4.0,99.6,Overcast,Overcast
1719,2021-09-18,100.23,1.67,2.19,178.5,28.03,86.0,5.99,137.62,4.0,60.1,Partially cloudy,Partially cloudy
1720,2021-09-19,100.39,1.27,1.98,178.81,27.3,89.38,15.56,165.88,4.0,100.0,Overcast,Overcast
1721,2021-09-20,100.24,2.27,2.78,136.56,27.05,92.5,16.46,116.65,2.0,100.0,Overcast,Light Rain
1722,2021-09-21,100.06,4.48,2.74,149.94,26.8,96.0,52.18,69.68,3.9,100.0,Overcast,"Light Rain, Sky Unchanged"
1723,2021-09-22,100.04,1.78,2.59,141.38,26.94,90.38,20.63,95.34,4.0,100.0,Overcast,Light Rain
1724,2021-09-23,100.28,2.66,2.1,146.5,26.74,94.62,7.0,162.14,4.0,100.0,Overcast,Overcast
1725,2021-09-24,100.34,1.52,1.51,155.5,28.05,87.38,1.07,218.1,4.0,79.1,Overcast,Overcast
1726,2021-09-25,100.2,1.86,1.13,159.44,28.14,87.62,0.24,198.89,4.0,31.1,Partially cloudy,Partially cloudy
1727,2021-09-26,100.1,3.23,4.66,95.75,27.42,91.81,8.03,151.23,4.0,90.0,Overcast,Overcast
1728,2021-09-27,100.13,2.5,1.18,88.5,27.21,92.12,4.15,149.47,4.0,80.4,Overcast,Overcast
1729,2021-09-28,100.24,4.3,5.45,98.81,26.01,95.06,57.36,139.84,4.0,99.4,Overcast,Overcast
1730,2021-09-29,100.39,1.52,2.96,145.0,27.46,84.88,61.18,81.59,2.0,100.0,Overcast,Rain
1731,2021-09-30,100.53,2.98,2.12,177.69,26.94,92.56,38.82,140.38,4.0,100.0,Overcast,Overcast
1732,2021-10-01,100.54,2.73,1.54,176.19,26.9,92.0,10.55,239.7,4.0,69.8,Partially cloudy,Partially cloudy
1733,2021-10-02,100.47,2.63,1.82,199.44,27.44,90.5,4.72,217.2,4.0,59.5,Partially cloudy,Partially cloudy
1734,2021-10-03,100.32,2.88,1.34,220.0,27.52,92.0,8.34,216.51,4.0,41.4,Partially cloudy,Partially cloudy
1735,2021-10-04,100.3,2.37,2.56,225.19,27.29,91.0,3.66,191.34,4.0,61.0,Partially cloudy,Partially cloudy
1736,2021-10-05,100.46,2.07,2.29,190.31,27.29,92.19,1.56,197.53,4.0,31.7,Partially cloudy,Partially cloudy
1737,2021-10-06,100.39,1.67,1.46,199.5,27.36,88.75,3.46,225.66,4.0,55.0,Partially cloudy,Partially cloudy
1738,2021-10-07,100.19,1.52,1.73,259.5,28.17,87.25,3.43,212.38,4.0,40.2,Partially cloudy,Partially cloudy
1739,2021-10-08,100.13,1.53,2.16,300.25,28.13,85.38,1.69,198.48,4.0,80.0,Overcast,Overcast
1740,2021-10-09,100.21,1.88,1.52,311.38,27.6,87.19,1.06,190.72,4.0,98.9,Overcast,Overcast
1741,2021-10-10,100.25,2.03,1.98,203.69,27.51,84.38,2.47,188.72,4.0,80.0,Overcast,Overcast
1742,2021-10-11,100.2,1.91,1.6,230.56,27.43,84.81,0.86,197.46,4.0,73.8,Partially cloudy,Partially cloudy
1743,2021-10-12,100.13,1.86,1.45,290.38,27.87,85.38,0.0,200.32,4.0,40.2,Partially cloudy,Partially cloudy
1744,2021-10-13,100.1,2.11,2.27,182.19,27.23,89.56,1.78,163.7,4.0,32.6,Partially cloudy,Partially cloudy
1745,2021-10-14,100.12,1.7,2.65,111.88,27.81,88.94,21.25,154.61,4.0,99.0,Overcast,Overcast
1746,2021-10-15,99.98,1.52,1.23,100.56,28.7,81.94,6.93,225.5,4.0,39.9,Partially cloudy,Partially cloudy
1747,2021-10-16,100.1,2.19,2.77,161.19,27.79,89.94,16.44,210.95,4.0,99.2,Overcast,Overcast
1748,2021-10-17,100.21,2.84,3.66,107.56,26.58,95.69,42.21,85.84,4.0,100.0,Overcast,Light Rain
1749,2021-10-18,100.16,4.4,6.0,153.12,26.23,95.44,46.64,54.71,2.0,100.0,Overcast,Light Rain
1750,2021-10-19,100.54,4.73,1.91,170.0,26.74,93.88,11.26,94.19,3.9,100.0,Overcast,Overcast
1751,2021-10-20,100.7,2.86,3.74,217.81,27.3,92.06,5.47,123.02,4.0,100.0,Overcast,Overcast
1752,2021-10-21,100.73,2.54,2.67,289.62,25.8,85.69,0.05,210.37,4.0,45.9,Partially cloudy,Partially cloudy
1753,2021-10-22,100.8,1.43,2.99,261.81,25.07,75.62,0.0,213.88,4.0,30.0,Partially cloudy,Partially cloudy
1754,2021-10-23,100.96,1.35,2.48,304.31,24.81,74.69,0.0,192.96,4.0,50.0,Partially cloudy,Partially cloudy
1755,2021-10-24,100.99,1.12,1.78,159.25,25.2,75.88,0.86,180.65,4.0,30.0,Partially cloudy,Partially cloudy
1756,2021-10-25,100.85,0.71,0.96,203.81,25.56,77.0,0.9,177.73,4.0,40.5,Partially cloudy,Partially cloudy
1757,2021-10-26,100.81,1.59,1.07,155.94,25.05,84.44,0.7,180.96,4.0,89.7,Overcast,Overcast
1758,2021-10-27,100.89,2.67,2.88,45.75,24.85,88.94,1.09,152.35,4.0,50.0,Partially cloudy,Partially cloudy
1759,2021-10-28,100.96,3.07,3.2,20.5,24.43,88.5,0.95,125.39,3.9,100.0,Overcast,Overcast
1760,2021-10-29,101.09,3.27,2.69,79.94,23.62,86.06,0.81,197.45,4.0,98.9,Overcast,Overcast
1761,2021-10-30,101.08,2.27,2.71,248.56,23.83,83.38,0.0,208.9,4.0,30.0,Partially cloudy,Partially cloudy
1762,2021-10-31,101.02,1.84,2.44,14.12,23.76,81.31,0.0,205.28,3.9,80.0,Overcast,Overcast
1763,2021-11-01,101.06,1.55,1.38,46.94,23.16,85.75,0.0,191.48,3.9,69.7,Partially cloudy,Partially cloudy
1764,2021-11-02,101.12,1.81,1.66,55.5,23.5,83.31,0.0,183.49,4.0,50.0,Partially cloudy,Partially cloudy
1765,2021-11-03,101.04,0.95,1.17,120.25,24.09,78.62,0.0,188.79,4.0,50.0,Partially cloudy,Partially cloudy
1766,2021-11-04,101.0,1.09,1.8,234.44,24.3,79.25,0.0,166.91,4.0,80.0,Overcast,Overcast
1767,2021-11-05,100.93,2.05,1.91,220.56,22.19,81.62,0.0,173.4,4.0,30.0,Partially cloudy,Partially cloudy
1768,2021-11-06,100.8,2.39,2.14,315.0,21.35,79.88,0.0,192.79,3.9,38.8,Partially cloudy,Partially cloudy
1769,2021-11-07,100.82,2.17,1.46,326.31,20.79,78.69,0.0,202.1,4.0,19.4,Clear,Clear
1770,2021-11-08,100.89,2.34,2.73,274.5,20.46,81.88,0.0,203.11,4.0,0.0,Clear,Clear
1771,2021-11-09,100.96,2.21,1.84,297.94,20.42,85.62,0.0,200.45,4.0,26.566666666666666,Clear,Clear
1772,2021-11-10,100.92,1.73,2.7,167.19,21.53,83.88,0.0,203.0,4.0,53.13333333333333,Clear,Clear
1773,2021-11-11,100.88,1.65,1.64,56.25,22.28,83.94,0.0,166.69,3.9,79.7,Overcast,Overcast
1774,2021-11-12,100.92,1.74,2.47,36.62,23.56,83.88,0.24,126.81,4.0,62.1,Partially cloudy,Partially cloudy
1775,2021-11-13,100.9,1.73,2.0,113.19,23.78,90.06,7.16,67.77,4.0,100.0,Overcast,Overcast
1776,2021-11-14,100.81,1.36,1.26,166.5,24.46,89.25,6.33,52.41,3.2,100.0,Overcast,Overcast
1777,2021-11-15,100.67,1.67,1.34,83.31,23.65,91.69,6.38,67.98,4.0,100.0,Overcast,Overcast
1778,2021-11-16,100.81,2.62,2.25,26.0,22.1,90.88,0.48,169.98,3.9,56.0,Partially cloudy,"Sky Coverage Decreasing, Sky Unchanged"
1779,2021-11-17,101.05,2.9,1.93,23.62,21.69,87.94,0.0,184.6,4.0,30.0,Partially cloudy,Partially cloudy
1780,2021-11-18,100.89,2.38,1.46,28.38,21.44,84.75,0.0,192.12,4.0,39.1,Partially cloudy,Partially cloudy
1781,2021-11-19,100.71,1.49,0.96,51.69,22.16,82.25,0.0,194.48,4.0,29.4,Partially cloudy,Partially cloudy
1782,2021-11-20,100.71,0.77,1.19,114.94,23.32,80.75,0.0,183.93,4.0,50.0,Partially cloudy,Partially cloudy
1783,2021-11-21,100.85,1.42,2.64,169.31,22.76,82.12,0.0,139.09,2.8,62.4,Partially cloudy,Partially cloudy
1784,2021-11-22,100.81,1.08,1.67,257.06,24.02,80.31,0.0,148.66,4.0,59.4,Partially cloudy,Partially cloudy
1785,2021-11-23,100.84,2.32,2.39,136.88,22.66,83.38,0.0,145.33,3.2,50.6,Partially cloudy,Partially cloudy
1786,2021-11-24,101.03,2.77,1.72,22.56,19.93,81.25,0.0,142.34,4.0,79.4,Overcast,Overcast
1787,2021-11-25,101.03,1.92,2.48,67.44,20.41,73.94,0.0,141.12,4.0,30.0,Partially cloudy,Partially cloudy
1788,2021-11-26,101.08,1.95,1.03,51.62,20.02,81.88,0.0,142.27,3.0,80.0,Overcast,Overcast
1789,2021-11-27,101.17,2.14,1.35,13.81,19.44,84.56,0.0,155.58,4.0,30.0,Partially cloudy,Partially cloudy
1790,2021-11-28,101.26,2.5,2.17,166.5,18.43,85.56,0.0,180.02,4.0,50.0,Partially cloudy,Partially cloudy
1791,2021-11-29,101.24,2.48,1.91,248.88,18.73,88.06,0.0,188.3,4.0,0.0,Clear,Clear
1792,2021-11-30,101.21,2.95,1.78,219.56,18.63,89.06,0.0,183.66,4.0,0.0,Clear,Clear
1793,2021-12-01,101.17,2.89,2.29,177.44,18.79,86.44,0.0,181.35,3.9,0.0,Clear,Clear
1794,2021-12-02,101.13,2.13,2.8,185.75,19.94,83.0,0.0,197.57,4.0,0.0,Clear,Clear
1795,2021-12-03,101.22,1.91,1.83,101.31,20.28,86.06,0.1,151.34,4.0,41.2,Partially cloudy,Partially cloudy
1796,2021-12-04,101.15,3.07,2.12,40.88,19.96,94.38,19.2,45.22,4.0,100.0,Overcast,Light Rain
1797,2021-12-05,101.03,4.7,3.06,59.0,21.76,94.31,33.56,59.26,3.9,100.0,Overcast,Light Rain
1798,2021-12-06,100.79,3.78,2.87,182.88,21.62,93.75,21.74,105.1,3.9,100.0,Overcast,"Drizzle, Light Rain"
1799,2021-12-07,101.07,2.53,2.2,138.5,20.65,87.88,0.29,106.05,4.0,99.6,Overcast,Overcast
1800,2021-12-08,101.27,2.66,2.04,122.31,20.27,88.94,0.0,169.12,4.0,50.0,Partially cloudy,Partially cloudy
1801,2021-12-09,101.44,2.71,1.8,98.56,20.08,88.25,1.54,96.8,4.0,100.0,Overcast,Overcast
1802,2021-12-10,101.41,2.16,3.17,234.56,20.23,80.5,0.36,154.64,4.0,99.0,Overcast,Overcast
1803,2021-12-11,101.42,2.32,1.14,162.44,18.74,82.25,0.0,149.62,4.0,70.9,Partially cloudy,Partially cloudy
1804,2021-12-12,101.51,2.91,1.39,33.38,17.57,84.31,0.0,132.45,4.0,91.8,Overcast,Overcast
1805,2021-12-13,101.4,2.0,1.53,144.94,17.27,83.19,0.0,149.06,4.0,30.0,Partially cloudy,Partially cloudy
1806,2021-12-14,101.3,1.7,2.5,130.88,17.21,79.56,0.0,159.43,4.0,30.0,Partially cloudy,Smoke Or Haze
1807,2021-12-15,101.25,1.55,2.61,286.5,16.87,75.81,0.0,142.15,4.0,30.0,Partially cloudy,Partially cloudy
1808,2021-12-16,101.32,2.71,2.19,214.5,16.37,84.31,0.0,141.24,3.9,34.1,Partially cloudy,Partially cloudy
1809,2021-12-17,101.3,2.31,2.34,257.69,16.62,80.12,0.0,171.5,4.0,0.0,Clear,Clear
1810,2021-12-18,101.26,3.03,2.05,313.5,17.14,87.88,0.0,166.39,4.0,30.0,Partially cloudy,Partially cloudy
1811,2021-12-19,101.39,3.38,2.02,296.69,14.3,78.62,0.0,143.75,4.0,15.0,Clear,Clear
1812,2021-12-20,101.43,2.64,1.59,336.06,12.27,76.5,0.0,169.29,4.0,0.0,Clear,Clear
1813,2021-12-21,101.3,2.6,2.2,331.5,12.75,79.38,0.0,147.32,3.9,0.0,Clear,Clear
1814,2021-12-22,101.13,2.73,2.14,321.81,12.9,73.06,0.0,138.79,4.0,0.0,Clear,Clear
1815,2021-12-23,101.13,1.95,2.53,284.44,14.63,73.56,0.0,136.55,4.0,20.0,Clear,Clear
1816,2021-12-24,101.15,1.11,1.95,192.5,16.41,67.25,0.0,136.39,4.0,40.0,Clear,Clear
1817,2021-12-25,101.18,1.52,2.36,166.62,17.2,79.12,0.0,140.13,4.0,60.0,Clear,Smoke Or Haze
1818,2021-12-26,101.37,1.35,2.02,166.56,18.69,86.06,0.0,120.9,3.9,80.0,Overcast,"Sky Unchanged, Smoke Or Haze"
1819,2021-12-27,101.45,1.12,1.73,122.06,19.34,80.31,0.0,100.95,3.9,80.0,Overcast,Smoke Or Haze
1820,2021-12-28,101.4,1.62,1.3,112.44,18.93,84.0,2.3,114.38,4.0,91.8,Overcast,Smoke Or Haze
1821,2021-12-29,101.4,1.86,2.75,111.62,19.06,86.0,2.48,87.62,4.0,100.0,Overcast,Light Rain
1822,2021-12-30,101.64,2.83,1.58,23.31,17.8,88.75,2.5,115.85,4.0,100.0,Overcast,Overcast
1823,2021-12-31,101.71,3.09,2.34,95.62,17.81,87.19,0.12,160.1,3.9,45.9,Partially cloudy,Partially cloudy
1824,2022-01-01,101.67,3.02,1.51,278.56,16.15,83.38,0.0,164.4,3.9,30.0,Partially cloudy,Partially cloudy
1825,2022-01-02,101.52,3.08,2.7,330.19,15.49,83.06,0.0,164.25,4.0,35.3,Partially cloudy,Smoke Or Haze
1826,2022-01-03,101.4,2.68,3.02,317.62,15.52,79.06,0.0,173.53,4.0,0.0,Clear,Clear
1827,2022-01-04,101.44,2.84,1.76,221.88,14.98,78.19,0.0,176.84,4.0,15.0,Clear,Clear
1828,2022-01-05,101.39,2.27,2.95,239.81,15.46,76.44,0.0,172.28,4.0,30.0,Partially cloudy,Smoke Or Haze
1829,2022-01-06,101.3,1.54,2.45,197.81,17.28,74.0,0.0,168.55,3.9,0.0,Clear,Smoke Or Haze
1830,2022-01-07,101.38,2.09,3.39,156.44,17.66,76.12,0.0,168.95,3.9,0.0,Clear,Smoke Or Haze
1831,2022-01-08,101.36,1.74,2.61,259.06,18.29,80.31,0.0,179.81,4.0,24.45,Clear,Clear
1832,2022-01-09,101.14,1.38,2.36,228.19,19.17,77.12,0.0,182.67,4.0,48.9,Clear,Clear
1833,2022-01-10,101.19,1.26,2.12,210.38,19.66,77.19,0.0,125.43,4.0,73.35,Clear,Clear
1834,2022-01-11,101.2,1.82,1.98,189.19,19.62,84.75,14.12,105.72,3.0,97.8,Overcast,"Heavy Rain, Sky Unchanged"
1835,2022-01-12,101.18,1.78,3.2,83.56,18.08,88.62,4.3,65.9,4.0,99.5,Overcast,Overcast
1836,2022-01-13,101.28,2.29,2.68,180.12,17.73,86.75,0.57,114.77,3.9,60.4,Partially cloudy,Partially cloudy
1837,2022-01-14,101.33,2.78,1.73,23.25,16.42,86.88,2.91,34.01,3.9,99.5,Overcast,Overcast
1838,2022-01-15,101.34,2.82,1.83,71.0,16.12,81.0,0.15,160.14,4.0,98.6,Overcast,Overcast
1839,2022-01-16,101.53,3.52,2.91,292.75,15.33,82.75,0.0,155.27,3.9,99.4,Overcast,Overcast
1840,2022-01-17,101.6,3.18,1.88,303.69,13.85,82.12,0.0,165.82,4.0,0.0,Clear,Clear
1841,2022-01-18,101.39,2.96,2.16,331.81,13.33,80.44,0.0,176.05,4.0,0.0,Clear,Clear
1842,2022-01-19,101.15,2.66,2.66,323.25,14.7,78.56,0.0,171.33,4.0,0.0,Clear,Clear
1843,2022-01-20,100.89,2.07,2.79,271.0,15.31,71.75,0.0,159.02,4.0,35.45,Clear,Smoke Or Haze
1844,2022-01-21,100.85,1.1,1.82,142.44,17.55,73.56,0.54,108.05,3.9,70.9,Partially cloudy,Fog
1845,2022-01-22,100.74,1.76,2.02,130.19,18.48,83.62,0.74,123.27,3.9,78.7,Overcast,Fog
1846,2022-01-23,100.69,3.16,2.88,150.94,19.51,89.19,3.31,57.47,0.1,78.7,Overcast,Fog
1847,2022-01-24,100.75,2.45,4.09,86.06,19.2,88.12,4.62,117.59,3.9,99.0,Overcast,Overcast
1848,2022-01-25,100.86,0.89,1.55,182.44,18.92,78.25,0.01,134.62,3.9,42.5,Partially cloudy,Smoke Or Haze
1849,2022-01-26,100.98,1.77,2.31,180.81,18.17,82.88,0.05,110.73,3.9,98.9,Overcast,Overcast
1850,2022-01-27,101.14,3.25,2.63,260.0,15.62,75.69,0.02,151.27,3.9,50.0,Partially cloudy,Partially cloudy
1851,2022-01-28,101.32,2.83,1.77,248.88,13.33,77.62,0.0,174.11,3.4,10.0,Clear,Clear
1852,2022-01-29,101.33,2.92,3.73,332.19,13.4,71.25,0.0,176.98,4.0,6.666666666666666,Clear,Clear
1853,2022-01-30,101.02,2.09,2.44,242.19,14.48,68.38,0.0,184.14,4.0,3.333333333333333,Clear,Clear
1854,2022-01-31,100.91,1.91,2.25,203.38,16.51,69.12,0.0,196.34,3.9,0.0,Clear,Clear
1855,2022-02-01,100.76,1.51,2.32,248.25,18.1,66.75,0.0,183.77,2.0,39.3,Partially cloudy,Fog
1856,2022-02-02,100.95,1.18,1.83,224.94,18.78,63.44,0.0,194.0,3.9,62.7,Partially cloudy,Partially cloudy
1857,2022-02-03,100.86,3.11,3.23,158.25,19.07,83.88,0.13,161.56,4.0,77.8,Overcast,Smoke Or Haze
1858,2022-02-04,100.6,5.34,5.34,190.69,20.6,90.19,28.41,40.15,4.0,96.7,Overcast,Overcast
1859,2022-02-05,100.96,3.3,4.79,265.56,16.64,68.56,0.12,197.55,4.0,53.3,Partially cloudy,Partially cloudy
1860,2022-02-06,101.31,2.11,2.81,263.62,15.37,72.0,0.0,213.16,3.4,0.0,Clear,Clear
1861,2022-02-07,101.28,1.22,1.99,163.25,16.42,69.88,0.0,201.91,4.0,0.0,Clear,Clear
1862,2022-02-08,101.13,1.2,2.31,218.38,17.83,74.31,0.0,183.41,3.9,30.0,Partially cloudy,Partially cloudy
1863,2022-02-09,101.18,2.25,1.9,182.81,18.65,81.62,0.0,141.87,0.2,79.4,Overcast,Fog
1864,2022-02-10,101.04,2.29,3.41,235.5,20.08,80.88,0.78,80.31,2.1,65.6,Partially cloudy,Fog
1865,2022-02-11,101.14,3.03,4.84,279.0,18.62,71.19,0.76,149.48,3.9,55.0,Partially cloudy,"Fog, Smoke Or Haze"
1866,2022-02-12,101.12,1.97,2.7,233.0,17.18,63.75,0.0,212.76,4.0,0.0,Clear,Clear
1867,2022-02-13,101.02,2.53,2.57,225.0,16.69,65.38,0.0,229.46,4.0,0.0,Clear,Clear
1868,2022-02-14,100.99,2.14,1.97,227.12,17.32,62.75,0.0,223.12,4.0,0.0,Clear,Clear
1869,2022-02-15,100.92,1.69,2.57,224.0,18.04,61.19,0.0,221.55,4.0,7.5,Clear,Clear
1870,2022-02-16,100.74,1.97,2.96,274.06,18.05,69.38,0.0,216.12,3.9,15.0,Clear,Clear
1871,2022-02-17,100.7,2.1,2.2,194.62,19.43,74.75,0.0,192.64,4.0,7.5,Clear,Clear
1872,2022-02-18,100.88,2.07,2.41,242.25,19.03,63.25,0.0,201.35,4.0,0.0,Clear,Clear
1873,2022-02-19,100.95,2.0,2.84,243.75,18.99,63.5,0.0,213.18,4.0,48.95,Clear,Clear
1874,2022-02-20,100.56,2.64,2.29,163.0,19.51,83.88,1.17,82.2,3.9,97.9,Overcast,Overcast
1875,2022-02-21,100.62,2.47,2.32,119.06,19.14,74.81,0.1,208.22,3.9,15.0,Clear,Clear
1876,2022-02-22,101.02,1.5,2.95,193.06,20.11,76.38,0.0,203.41,4.0,64.0,Partially cloudy,Partially cloudy
1877,2022-02-23,101.3,1.37,2.38,190.69,20.62,68.5,0.0,206.3,4.0,80.0,Overcast,Overcast
1878,2022-02-24,101.21,3.47,2.76,189.12,21.65,86.44,4.7,206.61,4.0,80.4,Overcast,Overcast
1879,2022-02-25,101.18,3.05,1.64,181.31,22.17,85.88,5.27,157.26,4.0,98.9,Overcast,Light Rain
1880,2022-02-26,101.29,1.76,1.77,227.88,23.05,78.31,0.64,217.2,4.0,68.6,Partially cloudy,Partially cloudy
1881,2022-02-27,101.2,1.8,2.21,158.19,23.54,74.75,0.98,199.95,3.9,42.7,Partially cloudy,Smoke Or Haze
1882,2022-02-28,101.1,2.62,1.27,213.94,23.19,75.12,0.11,224.93,4.0,42.7,Partially cloudy,Partially cloudy
1883,2022-03-01,101.2,1.52,2.12,55.38,23.4,72.62,0.38,196.96,3.9,71.1,Partially cloudy,Partially cloudy
1884,2022-03-02,101.16,1.74,2.09,120.69,23.23,70.88,0.02,212.89,4.0,30.0,Partially cloudy,Partially cloudy
1885,2022-03-03,101.14,1.64,2.02,209.38,22.76,66.75,0.0,222.95,4.0,0.0,Clear,Clear
1886,2022-03-04,101.06,1.88,2.38,250.56,22.4,63.81,0.0,228.0,4.0,0.0,Clear,Clear
1887,2022-03-05,100.9,2.47,1.4,218.44,22.67,71.44,0.0,220.16,4.0,50.0,Partially cloudy,Partially cloudy
1888,2022-03-06,100.92,1.86,2.67,209.19,22.97,65.44,0.0,229.21,3.9,65.0,Partially cloudy,Partially cloudy
1889,2022-03-07,100.97,2.73,2.21,338.75,21.73,63.31,0.0,233.23,4.0,32.5,Clear,Clear
1890,2022-03-08,100.84,2.5,2.29,325.44,22.4,62.25,0.0,242.25,4.0,0.0,Clear,Clear
1891,2022-03-09,100.81,2.13,2.48,267.0,22.97,56.75,0.0,245.17,4.0,0.0,Clear,Clear
1892,2022-03-10,100.77,2.18,3.41,305.94,22.92,57.56,0.0,244.81,4.0,0.0,Clear,Clear
1893,2022-03-11,100.73,2.66,2.61,324.0,23.0,61.44,0.0,242.75,3.9,30.0,Partially cloudy,Partially cloudy
1894,2022-03-12,100.67,2.35,2.67,261.5,23.44,62.19,0.0,249.2,4.0,34.1,Partially cloudy,Partially cloudy
1895,2022-03-13,100.73,2.11,1.3,321.56,23.36,63.56,0.0,262.12,4.0,40.0,Partially cloudy,Partially cloudy
1896,2022-03-14,100.67,2.16,3.25,260.5,24.19,58.19,0.0,266.63,4.0,0.0,Clear,Clear
1897,2022-03-15,100.43,1.98,2.98,239.5,24.88,57.5,0.0,255.95,4.0,0.0,Clear,Clear
1898,2022-03-16,100.26,3.12,1.84,188.06,24.77,76.69,0.0,259.31,3.9,0.0,Clear,Clear
1899,2022-03-17,100.39,3.72,2.01,178.69,25.51,79.88,0.0,249.74,4.0,0.0,Clear,Clear
1900,2022-03-18,100.47,3.04,1.61,194.12,25.57,74.81,0.0,257.38,4.0,0.0,Clear,Clear
1901,2022-03-19,100.3,3.09,2.63,204.62,25.17,67.81,0.0,256.24,4.0,0.0,Clear,Clear
1902,2022-03-20,100.18,2.7,3.94,195.38,25.31,75.06,0.0,262.41,4.0,0.0,Clear,Clear
1903,2022-03-21,100.3,2.85,2.04,190.06,26.29,78.75,0.0,240.89,3.9,58.9,Partially cloudy,Partially cloudy
1904,2022-03-22,100.35,2.2,3.48,172.19,27.42,74.75,0.0,240.17,4.0,50.0,Partially cloudy,Partially cloudy
1905,2022-03-23,100.36,2.66,2.65,205.25,27.53,74.06,0.0,214.13,4.0,40.5,Partially cloudy,Partially cloudy
1906,2022-03-24,100.29,3.29,4.15,208.0,27.33,73.62,0.0,233.78,4.0,50.0,Partially cloudy,Partially cloudy
1907,2022-03-25,100.3,3.99,4.95,192.44,27.91,78.31,0.0,168.73,3.9,98.5,Overcast,Overcast
1908,2022-03-26,100.41,3.24,5.31,188.38,28.2,77.06,0.36,166.37,3.9,99.2,Overcast,Overcast
1909,2022-03-27,100.58,1.63,2.41,179.81,28.09,69.38,0.55,214.56,4.0,78.2,Overcast,Overcast
1910,2022-03-28,100.47,2.66,3.84,201.81,27.48,74.31,0.0,254.62,4.0,30.0,Partially cloudy,Partially cloudy
1911,2022-03-29,100.32,2.86,3.88,201.19,27.64,73.31,0.0,250.87,4.0,80.0,Overcast,Overcast
1912,2022-03-30,100.35,3.74,2.57,175.56,28.05,80.0,0.0,224.4,4.0,79.3,Overcast,Overcast
1913,2022-03-31,100.41,4.34,2.84,179.38,28.7,78.75,0.0,226.74,4.0,56.6,Partially cloudy,Partially cloudy
1914,2022-04-01,100.4,5.28,2.31,175.56,29.15,76.69,0.0,216.58,3.9,58.1,Partially cloudy,Partially cloudy
1915,2022-04-02,100.52,4.7,1.9,167.06,29.09,78.06,0.76,238.73,3.9,61.2,Partially cloudy,Partially cloudy
1916,2022-04-03,100.55,4.23,3.72,174.69,28.63,79.5,1.32,243.07,3.9,60.9,Partially cloudy,Partially cloudy
1917,2022-04-04,100.56,5.66,3.09,183.06,29.47,73.31,0.24,243.98,4.0,50.6,Partially cloudy,Partially cloudy
1918,2022-04-05,100.74,5.33,2.19,181.38,28.95,72.69,0.22,251.91,4.0,40.6,Partially cloudy,Partially cloudy
1919,2022-04-06,100.75,4.27,3.63,181.0,28.87,72.44,0.09,234.96,3.9,52.3,Partially cloudy,Partially cloudy
1920,2022-04-07,100.7,4.22,2.02,180.56,28.98,71.62,0.17,262.03,4.0,98.9,Overcast,Overcast
1921,2022-04-08,100.49,4.54,3.83,177.25,29.3,69.69,0.16,264.28,4.0,50.0,Partially cloudy,Partially cloudy
1922,2022-04-09,100.3,3.5,4.96,176.75,29.7,68.88,0.09,267.85,4.0,67.6,Partially cloudy,Partially cloudy
1923,2022-04-10,100.21,4.45,3.3,175.25,30.14,70.81,0.25,266.65,4.0,30.0,Partially cloudy,Partially cloudy
1924,2022-04-11,100.12,3.37,6.16,183.56,30.65,68.0,0.35,267.42,4.0,25.5,Partially cloudy,Partially cloudy
1925,2022-04-12,100.18,3.82,4.36,163.06,30.41,69.75,0.21,257.44,4.0,73.3,Partially cloudy,Partially cloudy
1926,2022-04-13,100.05,5.21,3.63,178.25,30.53,69.56,0.32,266.01,4.0,100.0,Overcast,Overcast
1927,2022-04-14,99.88,3.63,3.71,180.12,31.54,64.31,0.38,253.44,3.9,60.6,Partially cloudy,Partially cloudy
1928,2022-04-15,99.86,3.55,5.77,191.25,32.27,61.19,0.35,267.03,4.0,100.0,Overcast,Overcast
1929,2022-04-16,99.87,3.31,5.04,184.5,31.73,58.19,0.23,264.32,4.0,56.4,Partially cloudy,Partially cloudy
1930,2022-04-17,99.98,3.48,4.92,188.25,32.08,57.31,0.27,268.5,4.0,19.3,Clear,Clear
1931,2022-04-18,100.2,3.53,3.73,176.69,32.1,60.0,0.25,271.59,4.0,19.3,Clear,Clear
1932,2022-04-19,100.32,5.31,4.26,179.88,31.59,62.38,0.31,265.23,4.0,97.5,Overcast,Overcast
1933,2022-04-20,100.28,4.45,4.45,170.56,31.49,61.94,0.53,261.95,4.0,40.7,Partially cloudy,Partially cloudy
