,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20151109,160.57,179.62,0.51,379.52,70.46,78.1,8.48,0.2,1.04
20151110,178.45,195.45,0.56,379.53,80.08,87.64,10.09,0.23,1.23
20151111,196.09,194.48,0.62,363.8,85.96,86.13,10.7,0.25,1.25
20151112,190.77,189.95,0.61,362.72,83.25,83.62,10.66,0.24,1.24
20151113,173.31,171.62,0.55,373.27,74.63,74.72,8.96,0.21,1.08
20151114,168.05,166.95,0.55,368.38,72.02,72.3,8.56,0.2,1.03
20151115,163.38,162.23,0.53,374.56,70.34,70.6,8.26,0.2,0.99
20151116,149.28,153.41,0.48,378.37,63.85,65.92,7.23,0.16,0.86
20151117,90.98,158.31,0.3,390.39,42.81,69.09,5.48,0.13,0.69
20151118,156.35,155.2,0.52,375.23,66.41,66.86,7.67,0.17,0.87
20151119,144.88,149.81,0.48,372.24,60.59,62.94,6.7,0.14,0.73
20151120,169.97,167.7,0.56,364.98,72.53,72.45,8.75,0.19,0.92
20151121,201.82,200.13,0.67,354.84,89.06,89.27,11.77,0.26,1.3
20151122,201.2,199.01,0.67,344.7,88.23,88.27,11.63,0.26,1.31
20151123,200.84,198.88,0.68,345.19,88.62,88.72,11.98,0.27,1.34
20151124,181.39,179.88,0.61,354.35,79.82,80.06,10.25,0.23,1.14
20151125,154.91,155.56,0.52,360.55,66.16,67.26,7.78,0.17,0.85
20151126,176.52,175.16,0.6,354.55,76.86,77.17,9.58,0.23,1.15
20151127,158.45,157.84,0.54,354.5,67.14,67.77,7.86,0.18,0.9
20151128,139.49,153.63,0.48,377.2,60.7,66.62,7.2,0.16,0.83
20151129,149.27,153.93,0.52,372.42,64.15,66.55,7.5,0.16,0.8
20151130,112.46,149.63,0.39,389.1,51.2,65.7,6.33,0.15,0.77
20151201,116.2,127.69,0.41,402.95,50.16,54.7,5.51,0.12,0.64
20151202,86.88,112.73,0.3,400.36,36.61,45.52,3.77,0.09,0.44
20151203,95.41,107.26,0.34,396.48,38.85,43.34,3.87,0.08,0.42
20151204,136.6,135.84,0.48,375.85,56.71,57.2,6.29,0.12,0.62
20151205,117.75,141.96,0.41,386.99,52.27,60.89,6.21,0.13,0.68
20151206,98.77,127.04,0.34,398.23,43.28,53.35,4.86,0.1,0.54
20151207,123.66,128.55,0.44,374.66,51.29,53.27,5.68,0.11,0.56
20151208,136.96,144.08,0.48,360.41,57.85,60.82,6.65,0.14,0.73
20151209,132.35,144.67,0.47,363.8,56.48,61.18,6.52,0.14,0.7
20151210,136.08,139.47,0.48,356.12,56.97,58.47,6.34,0.12,0.62
20151211,98.62,138.91,0.35,381.49,44.09,59.96,5.33,0.11,0.57
20151212,120.23,138.95,0.43,388.8,53.18,60.34,6.34,0.13,0.68
20151213,108.7,117.27,0.39,391.38,46.52,49.16,5.44,0.11,0.54
20151214,84.62,116.78,0.3,393.59,37.23,48.69,4.16,0.09,0.43
20151215,92.84,103.23,0.33,380.06,38.21,41.49,4.04,0.08,0.4
20151216,126.51,139.03,0.45,346.12,53.48,58.14,6.03,0.12,0.66
20151217,90.81,129.23,0.33,379.63,40.55,54.27,4.62,0.09,0.5
20151218,56.36,105.61,0.2,379.27,26.06,43.76,3.02,0.06,0.3
20151219,135.28,139.05,0.48,335.95,53.77,55.23,5.84,0.12,0.57
20151220,138.47,145.01,0.5,319.81,56.55,59.37,6.31,0.12,-999.0
20151221,93.09,131.16,0.34,362.34,41.38,55.69,4.74,0.1,0.52
20151222,40.48,127.96,0.15,374.16,19.62,54.7,2.5,0.05,0.29
20151223,124.78,144.27,0.45,379.23,55.37,62.88,6.57,0.14,0.73
20151224,83.94,129.09,0.3,386.53,38.54,55.47,4.64,0.1,0.54
20151225,102.3,121.32,0.37,363.23,43.19,50.1,4.62,0.1,0.51
20151226,144.47,149.69,0.52,313.74,58.65,61.07,6.58,0.13,0.7
20151227,172.03,174.53,0.62,320.23,74.17,75.84,9.19,0.2,0.98
20151228,144.16,151.88,0.52,335.98,60.59,63.86,7.03,0.15,0.77
20151229,121.85,135.65,0.44,341.46,50.88,56.1,5.66,0.12,0.64
20151230,127.7,132.54,0.45,349.05,52.23,54.08,5.6,0.12,0.59
20151231,130.13,133.53,0.46,342.46,53.11,54.71,5.73,0.12,0.61
20160101,161.71,173.94,0.57,334.13,69.66,74.61,8.7,0.17,0.85
20160102,143.89,148.5,0.51,332.66,58.98,61.07,6.69,0.13,0.65
20160103,117.66,124.72,0.41,355.18,47.73,50.27,5.03,0.09,0.48
20160104,124.56,129.41,0.44,337.26,49.05,51.07,5.07,0.1,0.49
20160105,114.22,119.66,0.4,338.33,44.28,46.45,4.34,0.09,0.42
20160106,117.76,126.77,0.41,349.03,47.95,51.08,4.97,0.1,0.5
20160107,128.06,141.46,0.45,348.63,53.15,57.92,5.88,0.12,0.62
20160108,127.03,134.69,0.45,367.38,52.68,55.45,5.66,0.12,0.59
20160109,137.41,147.04,0.48,359.29,57.52,61.39,6.52,0.14,0.7
20160110,150.08,157.29,0.52,340.05,62.6,65.62,7.22,0.15,0.76
20160111,157.72,167.14,0.55,330.93,66.24,70.09,7.78,0.16,0.85
20160112,142.55,148.13,0.49,337.86,58.73,61.28,6.52,0.14,0.73
20160113,131.7,139.05,0.45,342.16,53.87,56.91,5.82,0.13,0.7
20160114,126.75,137.59,0.44,348.05,51.62,55.76,5.51,0.12,0.65
20160115,140.74,148.09,0.48,350.64,58.91,61.62,6.53,0.15,0.8
20160116,142.57,147.38,0.48,357.54,59.45,61.59,6.56,0.15,0.77
20160117,133.2,140.45,0.45,363.1,56.15,58.96,6.14,0.15,0.77
20160118,120.23,125.33,0.41,374.59,50.25,52.22,5.27,0.11,0.58
20160119,115.95,129.68,0.39,390.45,50.05,54.45,5.67,0.13,0.7
20160120,57.98,155.4,0.2,399.3,29.52,69.12,4.37,0.11,0.56
20160121,141.93,146.23,0.47,344.66,59.52,61.06,6.81,0.15,0.79
20160122,159.15,166.27,0.52,322.55,66.02,68.74,7.7,0.17,0.91
20160123,166.63,174.27,0.55,320.91,69.05,71.83,8.13,0.18,0.91
20160124,174.76,185.55,0.57,316.94,73.55,77.59,9.01,0.21,1.06
20160125,171.5,180.59,0.56,320.24,72.23,75.87,8.64,0.2,0.99
20160126,143.71,159.51,0.47,344.86,61.69,67.62,7.08,0.16,0.81
20160127,117.02,145.25,0.38,370.27,51.04,60.89,5.91,0.12,0.64
20160128,142.18,146.7,0.45,369.42,59.61,61.37,6.73,0.14,0.73
20160129,152.31,157.25,0.48,342.95,62.64,64.8,6.96,0.15,0.78
20160130,153.89,160.5,0.49,349.12,64.05,66.8,7.08,0.16,0.84
20160131,157.35,174.56,0.5,382.93,68.48,75.18,8.23,0.2,1.01
20160201,163.06,167.84,0.52,360.07,68.82,70.91,7.7,0.18,0.91
20160202,140.45,166.35,0.44,397.98,62.79,72.13,7.41,0.18,0.95
20160203,132.38,147.68,0.41,388.08,56.96,61.98,6.25,0.15,0.81
20160204,140.64,145.12,0.44,362.94,57.77,59.65,5.94,0.14,0.74
20160205,167.23,175.59,0.52,352.55,71.44,74.88,8.22,0.21,1.1
20160206,166.89,173.55,0.51,361.31,71.29,74.12,8.09,0.2,1.08
20160207,130.73,174.12,0.4,402.39,58.95,75.74,7.04,0.19,1.01
20160208,133.53,164.62,0.41,401.21,58.91,70.03,6.66,0.16,0.84
20160209,156.32,163.64,0.47,383.75,66.13,68.51,7.61,0.16,0.84
20160210,156.89,164.37,0.47,367.85,64.57,67.17,7.05,0.16,0.82
20160211,95.91,166.98,0.29,403.59,43.8,70.16,5.14,0.12,0.65
20160212,152.45,165.05,0.45,389.29,64.85,69.46,7.52,0.18,0.91
20160213,167.73,180.04,0.49,388.77,72.7,77.26,8.73,0.21,1.12
20160214,123.33,161.18,0.36,411.62,55.76,69.02,6.86,0.17,0.91
20160215,157.27,189.06,0.46,412.69,71.73,83.62,9.26,0.24,1.28
20160216,175.51,194.38,0.51,407.38,79.02,86.37,9.88,0.26,1.37
20160217,173.52,178.53,0.5,395.54,74.62,76.76,8.77,0.21,1.11
20160218,198.26,201.69,0.57,387.73,86.68,88.3,10.61,0.27,1.39
20160219,211.21,218.32,0.6,384.62,94.12,97.19,11.84,0.29,1.48
20160220,210.41,221.99,0.6,388.3,94.15,98.85,11.98,0.3,1.56
20160221,190.0,202.49,0.54,397.34,84.22,89.07,10.2,0.25,1.29
20160222,188.55,206.27,0.53,394.08,83.27,89.95,10.27,0.26,1.32
20160223,163.66,177.16,0.46,398.71,69.73,74.58,7.87,0.2,1.0
20160224,99.98,156.91,0.28,423.66,46.08,66.22,5.38,0.12,0.66
20160225,134.7,194.86,0.38,411.65,63.51,86.84,8.1,0.2,1.07
20160226,75.72,200.61,0.21,411.08,38.19,89.85,5.2,0.13,0.68
20160227,191.45,217.65,0.52,399.42,87.9,97.97,11.34,0.3,1.52
20160228,186.71,207.23,0.51,393.7,83.72,91.25,10.34,0.24,1.22
20160229,196.2,218.56,0.53,392.2,88.04,96.29,11.13,0.27,1.36
20160301,181.74,215.38,0.49,389.57,82.41,95.46,10.7,0.25,1.28
20160302,194.66,211.98,0.52,393.02,85.7,92.43,10.74,0.24,1.23
20160303,205.45,233.07,0.55,388.95,92.2,102.7,11.96,0.3,1.54
20160304,230.63,238.68,0.61,379.96,101.83,104.8,13.11,0.33,1.69
20160305,209.77,226.52,0.55,394.2,93.24,99.48,11.7,0.3,1.52
20160306,158.55,184.15,0.41,414.3,68.06,77.32,7.42,0.19,0.96
20160307,154.3,215.38,0.41,411.67,70.15,94.42,8.65,0.23,1.14
20160308,193.67,210.89,0.51,404.72,85.24,91.88,10.14,0.27,1.38
20160309,182.61,199.3,0.48,408.26,79.78,85.81,9.05,0.24,1.23
20160310,152.18,186.38,0.39,418.9,66.86,79.13,7.4,0.2,1.0
20160311,173.82,186.8,0.45,417.97,74.0,78.64,8.02,0.2,1.05
20160312,178.92,248.32,0.46,405.09,83.27,110.67,11.16,0.31,1.62
20160313,207.15,234.35,0.53,404.84,92.73,103.07,11.55,0.3,1.55
20160314,161.35,242.5,0.41,409.34,76.27,108.07,10.15,0.27,1.41
20160315,226.29,234.74,0.57,408.72,101.16,104.62,12.77,0.33,1.7
20160316,223.38,232.21,0.56,400.2,98.7,102.09,12.34,0.33,1.7
20160317,237.91,249.36,0.59,395.07,106.62,111.32,13.75,0.38,1.95
20160318,222.29,241.17,0.55,413.57,100.52,107.91,12.74,0.36,1.9
20160319,171.84,211.83,0.43,435.0,77.72,92.71,9.32,0.27,1.38
20160320,205.84,223.16,0.51,424.07,92.04,98.29,11.39,0.31,1.64
20160321,222.78,240.99,0.55,416.04,100.17,106.57,12.73,0.37,1.97
20160322,223.6,238.88,0.55,407.13,98.75,104.37,12.37,0.37,1.92
20160323,231.67,247.33,0.57,387.66,99.16,104.83,12.06,0.32,1.67
20160324,235.27,251.98,0.57,400.75,104.34,110.47,13.01,0.35,1.79
20160325,221.22,242.95,0.54,427.05,99.15,107.27,12.39,0.35,1.81
20160326,216.27,237.59,0.52,429.98,95.91,103.78,11.61,0.33,1.73
20160327,199.09,218.78,0.48,427.91,87.77,95.09,10.21,0.29,1.52
20160328,177.89,201.18,0.43,422.34,77.55,85.38,8.73,0.23,1.18
20160329,223.19,237.73,0.54,417.95,99.12,104.46,12.24,0.31,1.62
20160330,181.9,231.84,0.44,434.05,84.25,102.71,10.65,0.29,1.46
20160331,196.91,218.12,0.47,423.33,87.73,95.27,10.21,0.27,1.39
20160401,207.69,237.5,0.49,420.81,93.51,104.38,10.98,0.27,1.41
20160402,203.23,231.3,0.48,424.62,92.03,102.7,10.77,0.27,1.4
20160403,227.12,251.91,0.54,429.27,104.32,113.91,12.77,0.33,1.69
20160404,236.2,254.08,0.55,433.05,108.18,114.88,13.22,0.35,1.81
20160405,169.46,217.03,0.4,437.57,75.59,94.0,8.2,0.21,1.09
20160406,213.46,251.84,0.5,436.01,96.13,111.05,11.47,0.32,1.66
20160407,248.62,261.27,0.58,429.71,112.3,117.06,13.73,0.38,1.98
20160408,250.95,261.52,0.59,434.58,114.1,118.16,14.06,0.38,2.02
20160409,258.09,266.2,0.6,429.16,115.77,118.78,14.23,0.38,2.01
20160410,264.45,272.24,0.61,419.02,117.46,120.21,14.48,0.4,2.1
20160411,248.04,267.56,0.57,428.38,111.48,118.89,13.73,0.39,2.07
20160412,250.66,268.35,0.58,420.34,110.61,117.32,13.44,0.38,2.02
20160413,274.58,285.52,0.63,411.37,122.26,126.12,15.36,0.45,2.35
20160414,280.14,291.48,0.64,412.83,123.41,127.23,15.57,0.44,-999.0
20160415,280.12,288.65,0.64,424.21,125.94,128.8,15.94,0.45,2.41
20160416,263.44,275.68,0.6,434.93,118.96,123.39,14.74,0.41,2.12
20160417,259.85,275.93,0.59,434.25,117.73,123.47,14.63,0.39,2.02
20160418,192.23,258.04,0.44,453.71,90.66,116.84,11.13,0.3,1.55
20160419,268.36,278.72,0.61,437.97,122.65,126.12,15.41,0.41,2.13
20160420,281.77,299.64,0.64,427.52,128.59,134.95,16.55,0.45,2.32
20160421,258.55,275.23,0.59,438.48,117.12,123.17,14.41,0.39,2.07
20160422,280.87,291.84,0.63,433.63,128.3,131.92,16.35,0.47,2.5
20160423,288.37,297.91,0.65,425.61,131.04,134.08,16.85,0.48,2.51
20160424,288.16,301.63,0.65,409.45,128.68,133.06,16.42,0.47,2.48
20160425,267.79,276.7,0.6,432.73,122.51,125.25,15.25,0.43,2.27
20160426,261.34,273.27,0.59,438.58,119.65,123.37,14.84,0.41,2.2
20160427,245.8,262.87,0.55,449.19,111.27,117.23,13.42,0.38,1.97
20160428,164.73,254.11,0.37,454.44,77.07,112.59,9.22,0.27,1.35
20160429,231.8,271.29,0.52,448.27,105.38,120.04,12.8,0.37,1.91
20160430,214.12,269.02,0.48,439.17,97.49,118.55,11.75,0.33,1.69
20160501,249.99,282.88,0.55,439.44,113.27,125.59,14.11,0.4,2.09
20160502,248.88,262.2,0.55,433.22,109.2,113.34,12.7,0.33,1.68
20160503,229.02,257.87,0.51,440.76,103.55,113.81,12.14,0.32,1.68
20160504,177.38,248.07,0.39,443.76,80.92,108.88,9.56,0.26,1.33
20160505,271.73,284.4,0.6,430.21,124.15,128.29,15.6,0.44,2.31
20160506,266.16,295.66,0.59,433.16,124.19,135.68,16.27,0.48,2.51
20160507,277.85,294.85,0.61,437.84,130.23,136.38,16.92,0.49,2.63
20160508,243.79,306.33,0.54,431.34,115.78,141.88,15.68,0.48,2.54
20160509,262.98,278.52,0.58,431.42,120.73,126.22,15.09,0.41,2.18
20160510,221.64,273.35,0.48,447.37,102.44,122.95,12.87,0.37,1.91
20160511,249.52,273.77,0.55,438.23,115.39,124.37,14.4,0.38,1.98
20160512,257.0,278.69,0.56,440.18,118.88,126.7,14.84,0.39,2.04
20160513,262.77,274.62,0.58,436.65,121.83,125.54,15.06,0.41,2.12
20160514,252.26,289.12,0.55,451.01,119.66,133.94,15.34,0.43,2.21
20160515,269.34,281.23,0.59,448.16,125.5,129.45,15.76,0.42,2.22
20160516,179.21,287.45,0.39,457.1,86.98,133.23,11.45,0.32,1.63
20160517,199.64,267.61,0.44,449.76,94.3,122.02,11.66,0.32,1.66
20160518,259.83,302.39,0.57,439.41,124.85,141.91,16.62,0.48,2.48
20160519,216.38,306.33,0.47,437.93,106.41,143.99,14.77,0.43,2.21
20160520,111.59,310.7,0.24,435.12,59.43,148.38,9.12,0.27,1.38
20160521,204.82,295.79,0.45,443.1,99.66,136.84,13.2,0.37,1.89
20160522,243.65,273.13,0.53,452.12,113.11,124.26,13.91,0.38,1.96
20160523,193.16,249.91,0.42,456.81,90.82,113.44,10.79,0.29,1.51
20160524,236.17,250.3,0.52,448.93,107.69,112.37,12.67,0.34,1.79
20160525,221.09,273.85,0.48,454.07,104.05,125.36,13.09,0.37,1.9
20160526,240.59,279.38,0.52,445.2,111.41,127.16,13.81,0.37,1.89
20160527,147.99,265.41,0.32,459.13,71.47,120.52,8.66,0.22,1.12
20160528,236.09,267.28,0.52,455.41,111.05,123.33,13.53,0.37,1.9
20160529,185.44,246.73,0.41,454.13,87.17,111.52,10.21,0.28,1.45
20160530,232.45,271.88,0.51,451.3,108.97,124.05,13.58,0.38,1.97
20160531,216.22,287.69,0.47,452.07,103.73,133.39,13.41,0.37,1.88
20160601,180.13,283.32,0.39,446.81,87.6,131.02,11.27,0.3,1.57
20160602,232.06,279.7,0.5,449.28,110.48,128.77,13.85,0.39,2.02
20160603,182.95,286.27,0.4,445.12,90.13,133.8,11.88,0.33,1.67
20160604,239.32,306.34,0.52,437.6,117.51,145.36,16.0,0.47,2.42
20160605,237.51,312.51,0.52,438.27,117.67,149.04,16.34,0.47,2.44
20160606,183.21,308.66,0.4,439.67,92.88,147.12,12.95,0.36,1.87
20160607,268.54,305.5,0.58,439.52,129.95,144.47,17.36,0.51,2.63
20160608,226.85,297.26,0.49,445.57,110.88,139.49,14.93,0.43,2.23
20160609,220.7,271.03,0.48,448.66,105.6,124.95,13.41,0.38,1.93
20160610,255.45,265.95,0.55,448.95,118.93,122.16,14.52,0.38,2.0
20160611,257.63,281.52,0.55,453.48,122.42,131.44,15.55,0.42,2.16
20160612,211.27,296.81,0.46,453.1,104.46,140.15,13.91,0.38,1.92
20160613,83.04,282.6,0.18,447.3,44.2,133.23,6.15,0.16,0.8
20160614,134.73,278.12,0.29,457.01,68.46,130.35,8.91,0.25,1.26
20160615,150.61,265.88,0.33,450.76,74.84,124.79,9.44,0.25,1.27
20160616,205.21,255.85,0.45,449.3,99.13,119.28,12.1,0.34,1.74
20160617,132.07,283.13,0.29,446.27,67.41,134.27,9.05,0.26,1.32
20160618,198.02,298.15,0.43,444.65,99.77,141.84,13.74,0.4,2.05
20160619,180.35,304.45,0.39,443.95,91.95,144.98,12.95,0.35,1.8
20160620,278.28,315.97,0.6,438.34,136.37,151.44,18.75,0.55,2.9
20160621,257.34,314.8,0.55,441.49,127.23,150.7,17.58,0.53,2.77
20160622,267.88,309.68,0.58,440.74,131.58,148.16,17.84,0.54,2.8
20160623,261.07,312.59,0.56,440.04,129.32,150.35,17.85,0.54,2.82
20160624,271.16,314.21,0.59,439.44,133.47,150.73,18.32,0.54,2.8
20160625,291.55,320.48,0.63,440.34,143.0,153.87,19.65,0.59,3.05
20160626,237.05,313.48,0.52,444.52,118.59,150.09,16.66,0.5,2.62
20160627,214.4,311.75,0.47,445.55,108.11,149.3,15.25,0.45,2.31
20160628,232.7,311.82,0.51,443.8,116.27,149.38,16.22,0.48,2.48
20160629,212.2,309.1,0.46,446.55,106.13,147.57,15.1,0.45,2.35
20160630,239.13,313.46,0.52,444.16,118.65,149.87,16.66,0.51,2.62
20160701,157.94,301.59,0.34,446.0,80.77,143.59,11.74,0.35,1.83
20160702,82.75,303.48,0.18,448.96,44.45,145.11,6.89,0.19,0.95
20160703,59.65,296.43,0.13,445.4,32.98,141.9,5.2,0.15,0.77
20160704,119.87,287.81,0.26,449.25,63.45,136.16,9.33,0.28,1.45
20160705,124.87,297.17,0.27,444.0,65.87,141.47,9.77,0.3,1.56
20160706,149.89,285.48,0.33,444.97,77.2,135.08,10.96,0.32,1.66
20160707,147.79,288.71,0.32,451.39,75.83,137.47,10.87,0.33,1.7
20160708,184.66,282.85,0.4,445.7,93.06,133.82,12.88,0.38,1.97
20160709,189.69,297.2,0.41,444.3,96.38,141.76,13.85,0.41,2.15
20160710,186.27,295.13,0.41,445.67,94.35,140.38,13.48,0.41,2.13
20160711,162.51,301.32,0.35,446.66,83.85,143.97,12.28,0.37,1.88
20160712,173.42,297.45,0.38,447.16,89.35,141.86,12.97,0.39,2.01
20160713,224.59,303.71,0.49,447.66,112.36,144.97,15.93,0.48,2.48
20160714,180.09,290.65,0.39,451.97,91.85,138.7,13.07,0.4,2.06
20160715,96.46,289.44,0.21,451.73,52.11,138.14,7.74,0.23,1.2
20160716,123.16,288.26,0.27,440.66,65.37,136.94,9.47,0.29,1.48
20160717,169.61,274.85,0.38,442.05,85.8,129.31,11.45,0.34,1.76
20160718,162.09,283.91,0.35,444.85,82.73,134.49,11.23,0.34,1.77
20160719,192.43,292.95,0.42,444.19,97.66,139.96,13.59,0.41,2.12
20160720,178.89,290.47,0.39,448.44,90.84,137.88,12.81,0.38,1.95
20160721,197.3,286.66,0.43,445.16,99.28,136.29,13.55,0.4,2.05
20160722,115.06,297.54,0.25,440.87,60.93,141.37,9.05,0.26,1.32
20160723,143.46,296.24,0.31,434.85,73.59,140.3,10.45,0.3,1.55
20160724,172.46,298.43,0.38,434.55,87.52,141.79,12.31,0.36,1.86
20160725,134.15,292.44,0.3,435.45,69.68,138.61,9.95,0.28,1.45
20160726,134.3,299.79,0.3,438.2,70.84,142.8,10.36,0.32,1.62
20160727,250.62,305.47,0.55,432.88,123.26,145.38,16.73,0.51,2.62
20160728,254.31,305.2,0.56,434.93,124.3,145.2,16.73,0.5,2.64
