,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20200721,120.01,279.91,0.27,442.16,62.74,132.28,8.79,0.28,1.48
20200722,136.6,272.98,0.3,441.43,69.28,127.59,9.48,0.29,1.48
20200723,105.57,265.91,0.23,444.68,53.97,123.86,7.7,0.23,1.15
20200724,168.09,279.3,0.37,437.66,84.88,131.59,11.65,0.34,1.79
20200725,215.82,287.28,0.48,444.25,104.95,134.8,14.12,0.42,2.19
20200726,244.38,285.51,0.54,441.75,117.71,134.07,15.33,0.45,2.37
20200727,163.48,257.17,0.36,447.4,80.32,118.98,10.4,0.31,1.64
20200728,179.38,243.44,0.4,444.25,84.57,111.02,10.43,0.31,1.63
20200729,188.44,274.05,0.41,441.9,92.87,128.21,12.31,0.37,1.91
20200730,246.8,291.81,0.55,432.12,119.09,137.2,15.71,0.48,2.46
20200731,246.55,299.55,0.55,439.62,120.39,142.9,16.28,0.49,2.58
20200801,231.31,302.55,0.52,442.21,114.62,144.82,16.06,0.49,2.59
20200802,195.49,284.67,0.44,446.45,96.99,134.61,13.48,0.41,2.16
20200803,197.79,250.56,0.44,449.41,93.93,115.52,11.95,0.34,1.8
20200804,44.09,251.94,0.1,445.31,23.39,116.41,3.41,0.09,0.48
20200805,130.8,252.5,0.29,445.5,65.8,116.87,9.23,0.27,1.38
20200806,92.13,298.16,0.2,441.96,49.97,143.01,7.85,0.24,1.24
20200807,184.3,284.94,0.41,445.32,93.29,136.01,13.24,0.4,2.07
20200808,185.95,275.41,0.41,445.78,92.59,130.48,12.59,0.38,1.96
20200809,204.88,283.82,0.46,444.81,101.66,134.84,13.95,0.41,2.16
20200810,185.71,288.62,0.41,441.52,93.51,137.41,13.16,0.4,2.04
20200811,224.91,272.48,0.51,440.45,108.66,127.85,14.32,0.43,2.23
20200812,180.84,280.93,0.41,446.0,90.45,133.5,12.62,0.39,2.03
20200813,198.84,293.05,0.45,447.13,99.48,139.92,13.87,0.42,2.22
20200814,188.29,290.57,0.42,443.48,94.83,138.76,13.52,0.41,2.16
20200815,149.9,286.95,0.34,447.82,77.11,137.02,11.33,0.36,1.85
20200816,163.16,279.91,0.37,447.5,82.8,133.66,11.67,0.36,1.85
20200817,173.81,286.84,0.4,444.04,88.35,137.07,12.46,0.38,1.92
20200818,163.82,283.98,0.38,447.44,82.93,135.59,11.71,0.37,1.91
20200819,179.91,289.46,0.41,447.58,91.0,138.27,12.91,0.4,2.05
20200820,98.77,286.65,0.23,438.75,52.88,136.48,7.96,0.24,1.24
20200821,136.55,276.68,0.31,438.26,70.68,130.96,10.11,0.3,1.52
20200822,175.56,269.62,0.41,437.51,87.17,126.98,11.93,0.36,1.84
20200823,147.38,283.76,0.34,439.25,75.17,135.13,10.81,0.34,1.75
20200824,144.19,278.55,0.34,445.06,74.51,132.96,10.57,0.33,1.7
20200825,188.92,273.92,0.44,445.8,94.41,130.42,12.81,0.38,1.91
20200826,87.03,268.25,0.2,447.86,47.16,127.23,6.84,0.21,1.05
20200827,152.01,272.31,0.35,438.52,77.77,130.11,10.8,0.32,1.62
20200828,224.48,271.97,0.52,434.27,107.95,127.93,14.09,0.41,2.11
20200829,244.97,271.65,0.57,434.3,116.32,127.44,14.98,0.43,2.23
20200830,237.04,270.9,0.55,435.26,113.34,127.54,14.67,0.43,2.22
20200831,217.92,267.26,0.51,437.75,105.01,125.62,13.66,0.4,2.05
20200901,43.17,262.16,0.1,436.96,23.48,123.72,3.37,0.1,0.52
20200902,171.0,268.75,0.41,437.67,85.41,126.56,11.52,0.34,1.77
20200903,227.16,283.3,0.54,433.55,111.34,134.86,14.91,0.45,2.31
20200904,254.77,276.91,0.6,432.45,122.77,131.52,15.89,0.46,2.44
20200905,249.67,272.66,0.59,432.63,119.65,129.06,15.4,0.44,2.29
20200906,218.22,268.45,0.52,436.7,106.4,127.0,13.75,0.4,2.04
20200907,193.62,261.35,0.46,437.91,94.85,123.25,12.35,0.36,1.84
20200908,186.66,261.05,0.45,444.24,92.1,123.59,12.1,0.35,1.77
20200909,206.83,243.23,0.5,440.55,98.26,113.3,12.66,0.36,1.85
20200910,139.79,250.06,0.34,437.54,68.75,117.44,9.2,0.27,1.35
20200911,200.06,264.8,0.48,438.06,98.69,125.99,13.69,0.41,2.09
20200912,225.12,268.45,0.55,430.94,109.34,127.55,14.86,0.43,2.21
20200913,211.63,270.27,0.52,430.34,103.61,128.54,14.3,0.42,2.13
20200914,212.23,268.93,0.52,431.59,103.36,127.97,14.25,0.42,2.19
20200915,170.72,270.48,0.42,432.49,85.55,129.3,12.16,0.36,1.85
20200916,223.68,265.71,0.55,431.32,108.62,126.42,14.69,0.44,2.24
20200917,224.9,261.07,0.55,433.31,108.45,123.83,14.48,0.42,2.13
20200918,217.38,258.6,0.54,435.38,105.33,122.8,14.26,0.41,2.13
20200919,214.02,258.21,0.53,435.4,103.92,122.45,13.91,0.41,2.09
20200920,108.53,252.43,0.27,439.48,55.99,119.35,8.16,0.23,1.15
20200921,124.77,261.45,0.31,438.61,64.16,125.44,9.59,0.29,1.48
20200922,163.06,223.89,0.41,437.01,78.26,104.02,10.3,0.3,1.5
20200923,175.21,239.92,0.45,434.83,86.25,113.19,11.74,0.33,1.69
20200924,165.26,247.47,0.42,438.2,82.85,117.98,11.5,0.34,1.71
20200925,130.43,233.39,0.33,439.73,66.07,110.05,9.23,0.27,1.37
20200926,154.34,205.23,0.39,434.85,71.96,93.46,9.15,0.25,1.26
20200927,200.05,221.09,0.52,435.46,92.08,101.52,11.48,0.3,1.57
20200928,198.62,237.02,0.51,440.32,94.58,111.22,12.3,0.34,1.73
20200929,156.73,243.43,0.41,439.25,77.49,114.94,10.84,0.31,1.58
20200930,173.78,241.4,0.45,436.41,84.98,114.32,11.69,0.34,1.72
20201001,138.05,248.8,0.36,432.9,70.41,118.8,10.62,0.3,1.54
20201002,169.07,242.84,0.45,435.62,83.8,115.5,12.07,0.34,1.77
20201003,140.82,247.22,0.37,435.88,73.79,118.74,12.59,0.35,1.81
20201004,170.35,237.79,0.45,432.52,84.98,112.91,13.05,0.38,1.94
20201005,166.85,241.79,0.45,433.11,84.08,115.44,13.26,0.38,1.94
20201006,165.77,242.2,0.45,434.95,83.95,116.1,13.19,0.38,1.95
20201007,127.02,231.73,0.34,433.14,66.11,110.43,10.56,0.29,1.49
20201008,208.84,237.26,0.56,431.84,101.44,113.09,14.71,0.41,2.16
20201009,200.06,230.05,0.54,430.23,96.85,109.15,14.0,0.4,2.07
20201010,190.11,232.53,0.52,434.57,93.39,110.75,13.84,0.39,2.05
20201011,221.3,230.32,0.6,427.66,104.81,108.5,14.6,0.39,2.02
20201012,213.28,234.12,0.59,429.73,101.7,110.12,14.62,0.4,2.06
20201013,233.27,244.23,0.64,422.44,111.66,115.95,16.2,0.45,2.29
20201014,219.7,234.87,0.61,420.71,104.54,110.73,15.0,0.41,2.09
20201015,214.89,238.23,0.6,422.34,103.39,113.22,15.13,0.4,2.06
20201016,223.09,235.05,0.62,422.52,106.44,111.25,15.26,0.41,2.09
20201017,196.05,218.36,0.55,422.4,92.78,101.95,12.91,0.34,1.77
20201018,181.02,218.16,0.52,418.3,85.55,100.75,12.11,0.32,1.7
20201019,188.34,216.41,0.54,427.92,89.29,101.05,12.31,0.33,1.68
20201020,208.26,208.05,0.59,428.21,95.47,95.82,12.49,0.31,1.58
20201021,195.39,228.5,0.56,428.35,94.52,109.06,13.63,0.36,1.88
20201022,123.12,236.12,0.35,427.05,63.55,114.27,10.48,0.29,1.51
20201023,134.02,212.93,0.39,421.0,66.48,100.48,10.05,0.27,1.41
20201024,193.39,210.57,0.56,414.55,90.7,97.9,12.11,0.31,1.64
20201025,136.35,201.4,0.4,421.08,64.13,91.86,8.69,0.23,1.19
20201026,197.48,195.94,0.58,396.48,88.64,88.58,11.17,0.27,1.38
20201027,188.77,198.56,0.56,375.67,84.88,89.6,10.84,0.26,-999.0
20201028,193.51,202.25,0.58,368.51,86.38,90.42,10.96,0.26,-999.0
20201029,199.91,203.28,0.6,381.73,90.55,92.3,11.46,0.27,1.35
20201030,204.87,210.31,0.62,396.52,94.65,97.27,12.3,0.3,1.48
20201031,196.38,199.05,0.59,403.83,89.91,91.41,11.53,0.27,1.41
20201101,170.72,200.75,0.52,420.75,81.09,93.59,11.16,0.27,1.39
20201102,203.86,211.07,0.62,419.15,95.78,98.85,12.98,0.3,1.57
20201103,204.08,207.04,0.62,397.05,94.0,95.61,12.47,0.29,1.46
20201104,169.56,169.95,0.52,361.85,70.92,72.05,8.3,0.18,0.9
20201105,169.5,170.98,0.52,359.18,71.55,72.88,8.31,0.18,0.9
20201106,187.12,185.46,0.59,364.12,81.06,81.01,9.89,0.22,1.09
20201107,183.8,182.8,0.58,353.04,78.49,78.69,9.53,0.21,1.05
20201108,203.89,204.58,0.64,350.39,89.48,90.16,11.49,0.27,1.33
20201109,217.32,219.05,0.69,356.77,97.83,98.81,13.08,0.3,1.55
20201110,202.12,209.27,0.64,381.0,93.6,96.82,12.59,0.29,1.48
20201111,212.8,211.48,0.68,382.17,98.59,98.21,13.22,0.3,1.54
20201112,193.41,210.04,0.62,387.16,90.32,97.66,12.01,0.28,1.43
20201113,208.76,210.27,0.67,376.71,96.29,97.23,12.59,0.29,1.47
20201114,208.93,207.09,0.68,368.96,95.23,94.8,12.29,0.28,-999.0
20201115,193.47,197.45,0.63,378.34,87.87,89.84,11.21,0.26,-999.0
20201116,185.52,185.38,0.61,383.27,83.71,84.05,10.39,0.23,1.21
20201117,173.13,171.43,0.57,372.28,74.46,74.38,8.8,0.19,0.95
20201118,126.3,156.08,0.41,398.28,55.09,66.74,6.4,0.14,0.74
20201119,132.68,135.82,0.44,400.98,54.45,57.01,6.05,0.13,0.66
20201120,132.61,148.63,0.45,409.45,58.1,64.99,6.95,0.16,0.82
20201121,68.77,146.52,0.23,403.38,31.76,63.76,4.28,0.1,0.52
20201122,154.38,152.37,0.52,341.13,62.35,62.85,7.11,0.15,0.76
20201123,181.27,179.61,0.61,323.95,77.3,77.32,9.48,0.21,1.05
20201124,159.62,180.7,0.54,330.71,69.52,77.73,8.88,0.21,1.1
20201125,161.82,189.35,0.55,338.02,72.08,83.17,9.49,0.23,1.17
20201126,131.24,184.91,0.45,360.28,61.01,82.18,8.48,0.21,1.1
20201127,139.2,183.7,0.48,377.45,65.29,83.95,9.04,0.22,1.15
20201128,184.31,183.91,0.63,359.46,82.54,82.98,10.66,0.24,-999.0
20201129,186.27,183.98,0.64,339.39,81.2,80.93,10.36,0.23,1.16
20201130,182.09,181.38,0.63,334.58,79.88,80.26,10.2,0.22,-999.0
20201201,176.67,175.05,0.62,335.05,76.39,76.44,9.48,0.2,-999.0
20201202,165.29,163.26,0.58,339.88,70.78,70.76,8.53,0.18,0.91
20201203,154.52,152.17,0.54,344.93,64.66,64.63,7.41,0.15,0.76
20201204,145.26,145.45,0.51,348.51,60.23,61.04,6.82,0.13,0.66
20201205,139.23,136.94,0.49,349.81,56.84,56.9,6.15,0.11,0.55
20201206,144.17,144.23,0.51,349.34,59.3,60.09,6.58,0.12,0.62
20201207,151.41,149.33,0.53,347.51,63.02,63.02,7.12,0.14,0.7
20201208,99.7,138.82,0.35,370.84,42.53,58.11,4.87,0.1,0.52
20201209,107.72,118.95,0.38,371.85,42.72,47.42,4.39,0.1,0.51
20201210,108.63,117.36,0.38,362.58,42.18,46.32,4.28,0.09,0.49
20201211,101.24,127.23,0.36,374.04,41.93,52.24,4.56,0.1,0.55
20201212,128.48,130.26,0.46,356.54,53.37,54.8,5.82,0.12,0.62
20201213,133.55,142.92,0.48,379.8,59.09,63.33,6.99,0.15,0.76
20201214,135.84,133.81,0.48,367.25,57.23,57.64,6.58,0.13,0.66
20201215,126.73,138.68,0.45,382.88,55.31,60.55,6.48,0.14,0.72
20201216,136.21,135.1,0.48,368.52,57.85,58.23,6.52,0.14,0.69
20201217,128.09,133.0,0.46,367.83,54.23,56.66,6.02,0.12,0.63
20201218,135.06,136.38,0.48,341.54,54.95,56.15,6.05,0.12,0.65
20201219,165.69,166.52,0.59,313.77,69.37,70.23,8.36,0.18,-999.0
20201220,162.03,160.16,0.58,307.99,66.74,66.73,7.85,0.17,0.86
20201221,130.15,129.79,0.47,320.02,50.52,51.3,5.3,0.11,-999.0
20201222,135.51,138.95,0.48,330.01,54.34,56.17,5.83,0.12,0.59
20201223,147.43,146.04,0.53,330.98,60.18,60.34,6.69,0.14,0.68
20201224,144.12,152.6,0.52,336.76,61.2,64.41,7.06,0.15,0.76
20201225,155.79,153.98,0.55,323.65,64.8,64.84,7.41,0.16,0.79
20201226,160.17,158.94,0.57,315.2,65.59,65.8,7.62,0.16,0.78
20201227,162.14,163.52,0.58,319.95,68.22,69.2,8.12,0.16,0.83
20201228,157.39,155.46,0.56,323.12,65.69,65.7,7.58,0.16,0.77
20201229,154.59,153.27,0.55,340.5,65.91,66.07,7.8,0.18,0.91
20201230,146.37,144.48,0.52,336.37,61.03,61.09,6.94,0.16,0.79
20201231,145.94,144.07,0.52,321.2,58.88,58.97,6.6,0.15,0.74
20210101,163.9,162.11,0.58,314.77,68.81,68.76,8.19,0.18,0.93
20210102,167.66,165.66,0.59,315.48,71.4,71.27,8.62,0.18,0.9
20210103,172.45,170.73,0.61,324.03,74.76,74.68,9.29,0.19,0.95
20210104,166.5,172.97,0.59,344.28,73.96,76.98,9.23,0.2,0.98
20210105,175.49,174.47,0.62,349.95,77.83,77.95,9.91,0.21,1.05
20210106,165.87,166.59,0.58,357.9,73.02,73.93,8.96,0.18,-999.0
20210107,161.3,166.1,0.56,380.45,72.56,74.91,9.1,0.18,0.91
20210108,141.38,157.8,0.49,379.53,62.96,69.98,7.66,0.16,0.78
20210109,149.93,151.58,0.52,372.77,64.82,66.23,7.62,0.15,0.75
20210110,150.21,150.68,0.52,386.93,65.8,66.68,7.86,0.16,0.77
20210111,138.03,141.7,0.48,399.87,59.0,61.55,6.85,0.13,0.66
20210112,133.88,143.66,0.46,373.39,56.8,60.95,6.42,0.13,0.66
20210113,113.38,120.39,0.39,373.46,44.98,48.12,4.51,0.09,0.44
20210114,112.42,118.7,0.38,356.73,43.15,46.28,4.24,0.09,0.43
20210115,121.85,121.59,0.41,345.91,45.76,46.86,4.46,0.09,0.44
20210116,106.85,114.18,0.36,355.55,40.48,43.8,3.78,0.07,0.37
20210117,108.31,108.95,0.37,346.15,40.0,41.23,3.62,0.07,0.34
20210118,120.57,119.02,0.41,338.17,45.3,46.02,4.34,0.09,0.46
20210119,109.3,112.05,0.37,360.3,41.82,43.83,3.89,0.09,0.42
20210120,101.95,122.98,0.34,382.52,42.16,50.52,4.3,0.09,0.47
20210121,166.7,165.15,0.55,324.84,67.28,67.66,7.79,0.17,0.87
20210122,173.01,171.95,0.57,322.15,71.83,71.96,8.37,0.19,0.93
20210123,141.61,164.82,0.46,347.22,60.6,69.52,7.03,0.17,0.91
20210124,153.24,159.3,0.5,353.27,64.6,67.38,7.37,0.18,0.91
20210125,102.9,131.7,0.34,383.77,43.3,54.25,4.66,0.12,0.62
20210126,124.48,130.0,0.41,364.09,49.98,53.08,5.14,0.12,0.63
20210127,163.64,163.86,0.52,348.49,69.05,70.02,8.02,0.2,1.03
20210128,187.52,188.3,0.6,329.31,81.2,81.91,10.08,0.26,1.32
20210129,127.55,177.63,0.41,353.94,57.57,77.65,7.22,0.19,1.0
20210130,127.85,144.67,0.41,354.91,52.42,59.63,5.63,0.12,0.65
20210131,157.21,159.98,0.49,317.41,61.82,63.62,6.66,0.14,0.73
20210201,184.19,182.75,0.58,314.3,74.88,74.84,8.65,0.19,0.94
20210202,190.45,190.08,0.59,318.56,79.27,79.58,9.36,0.23,1.18
20210203,187.37,186.45,0.58,319.52,77.82,78.0,9.1,0.22,1.1
20210204,195.24,198.07,0.6,319.29,82.59,84.12,10.14,0.23,1.14
20210205,209.53,209.18,0.64,322.47,90.39,90.44,11.3,0.24,1.22
20210206,196.11,198.14,0.6,339.83,85.26,86.3,10.72,0.23,1.13
20210207,168.09,174.43,0.51,345.46,70.23,73.34,7.91,0.14,0.69
20210208,210.55,209.71,0.63,317.1,90.07,89.98,11.22,0.23,1.14
20210209,216.68,220.62,0.65,322.44,94.26,95.96,12.07,0.27,1.31
20210210,204.78,203.36,0.61,331.9,87.79,87.59,10.66,0.23,1.12
20210211,190.29,201.36,0.56,353.88,82.1,86.62,9.98,0.22,1.09
20210212,182.33,195.07,0.54,350.42,78.18,83.06,9.25,0.2,1.0
20210213,184.48,189.15,0.54,357.75,78.44,80.37,9.16,0.2,0.98
20210214,181.66,185.5,0.53,364.59,76.99,78.84,8.82,0.18,0.9
20210215,181.77,186.57,0.53,367.33,76.55,78.64,8.92,0.18,0.91
20210216,196.3,195.52,0.57,350.7,82.57,82.7,9.69,0.2,0.96
20210217,82.98,177.66,0.24,391.84,38.82,76.2,4.92,0.11,0.54
20210218,172.73,174.88,0.49,369.49,72.84,74.41,8.22,0.17,0.88
20210219,136.7,198.48,0.39,380.91,62.84,85.87,8.06,0.19,0.97
20210220,134.48,207.57,0.38,377.59,62.68,91.06,8.25,0.19,0.94
20210221,204.5,207.21,0.58,355.1,87.65,88.88,10.55,0.23,1.16
20210222,212.72,213.67,0.59,350.49,91.34,91.99,11.14,0.26,1.29
20210223,208.68,208.76,0.58,355.59,89.27,89.66,10.63,0.23,1.18
20210224,214.41,217.75,0.59,372.05,92.95,94.51,11.4,0.26,1.3
20210225,234.16,232.8,0.65,361.36,102.68,102.41,13.08,0.31,1.6
20210226,245.48,244.07,0.67,370.62,108.68,108.2,14.3,0.37,1.91
20210227,251.27,250.27,0.69,356.42,110.71,110.3,14.55,0.38,1.91
20210228,247.25,248.41,0.67,366.24,110.45,110.92,14.64,0.41,2.15
20210301,230.67,231.59,0.62,390.34,102.43,102.99,12.78,0.35,1.84
20210302,236.3,235.8,0.63,378.81,104.66,104.66,13.09,0.34,1.78
20210303,244.51,243.86,0.66,360.32,104.88,104.77,13.09,0.33,1.68
20210304,241.16,244.64,0.64,375.99,104.85,106.1,13.18,0.33,1.68
20210305,227.08,227.84,0.6,374.77,96.18,96.52,11.52,0.28,1.43
20210306,237.11,240.79,0.62,373.02,103.91,105.2,13.01,0.33,1.67
20210307,235.34,234.66,0.62,367.38,101.77,101.65,12.42,0.3,1.55
20210308,213.85,221.45,0.55,389.02,92.48,95.63,11.04,0.27,1.38
20210309,196.73,201.77,0.51,397.11,82.36,84.95,9.14,0.22,1.12
20210310,168.25,182.24,0.44,417.78,69.77,76.12,7.34,0.18,0.91
20210311,175.8,189.68,0.45,425.34,75.16,81.42,8.26,0.2,1.01
20210312,170.63,196.72,0.44,423.41,74.43,85.45,8.3,0.21,1.06
20210313,143.33,183.91,0.37,409.01,61.79,78.3,6.63,0.17,0.88
20210314,237.64,239.3,0.6,378.95,104.3,105.07,12.76,0.32,1.64
20210315,241.86,246.42,0.61,386.83,107.14,108.95,13.27,0.34,1.79
20210316,260.41,259.9,0.66,376.91,115.38,115.05,14.73,0.4,2.1
20210317,252.45,255.38,0.63,379.12,111.58,112.55,14.05,0.36,1.84
20210318,220.31,241.03,0.55,386.93,96.57,104.47,11.73,0.31,1.62
20210319,224.34,244.09,0.55,382.23,97.5,104.7,11.8,0.32,1.68
20210320,211.85,217.81,0.52,399.95,90.84,94.0,10.51,0.28,1.46
20210321,203.41,207.56,0.5,415.35,86.2,89.07,9.75,0.25,1.31
20210322,221.69,221.62,0.55,415.91,95.98,96.75,11.2,0.28,1.48
20210323,215.55,218.0,0.53,423.32,92.78,94.52,10.68,0.27,1.38
20210324,179.06,200.99,0.44,429.77,75.77,85.09,8.27,0.22,1.12
20210325,230.89,235.23,0.56,412.64,100.77,103.18,12.0,0.32,1.68
20210326,232.01,241.55,0.56,401.76,101.52,105.14,12.06,0.32,1.65
20210327,234.89,236.95,0.57,402.35,101.59,102.28,11.91,0.3,-999.0
20210328,210.88,215.9,0.51,410.54,87.62,90.79,9.73,0.23,1.21
20210329,210.94,215.69,0.51,413.47,87.8,90.75,9.67,0.23,1.22
20210330,240.02,244.3,0.57,413.4,104.14,105.56,12.27,0.31,-999.0
20210331,247.78,256.03,0.59,400.88,106.45,109.2,12.77,0.33,1.67
20210401,269.44,272.7,0.64,379.15,114.2,114.98,14.02,0.35,1.81
20210402,232.98,237.44,0.55,416.52,101.52,103.88,11.77,0.3,1.52
20210403,244.5,250.15,0.58,423.29,108.44,110.42,12.83,0.34,1.75
20210404,229.04,235.84,0.54,423.12,100.38,103.62,11.59,0.29,1.47
20210405,258.72,266.42,0.61,407.37,115.64,118.34,14.12,0.37,-999.0
20210406,252.67,262.81,0.59,410.59,113.52,117.16,13.76,0.38,-999.0
20210407,256.57,265.52,0.6,416.29,115.76,118.84,14.19,0.38,1.95
20210408,218.37,231.0,0.51,426.75,95.77,101.13,10.87,0.28,1.46
20210409,154.65,232.32,0.36,435.82,70.52,102.34,8.28,0.23,1.17
20210410,217.13,235.29,0.5,422.25,95.39,102.95,10.86,0.28,1.47
20210411,220.47,262.7,0.51,437.26,99.91,117.0,12.2,0.34,1.73
20210412,237.95,262.45,0.55,421.6,108.88,118.25,13.37,0.35,1.82
20210413,246.41,263.5,0.57,420.37,110.07,116.06,13.2,0.35,1.8
20210414,254.94,275.5,0.59,425.38,114.3,121.54,13.99,0.38,1.98
20210415,167.64,247.63,0.38,435.35,75.02,105.52,8.66,0.23,1.15
20210416,141.08,236.9,0.32,438.37,64.27,101.77,7.36,0.19,0.96
20210417,270.09,276.63,0.62,419.91,121.8,123.71,15.0,0.39,2.02
20210418,239.32,260.3,0.55,430.55,108.05,115.85,13.07,0.34,1.76
20210419,287.68,296.59,0.66,404.09,127.21,129.58,16.02,0.42,-999.0
20210420,290.77,300.35,0.66,410.11,129.84,132.33,16.43,0.45,2.34
20210421,270.68,281.23,0.61,433.63,123.09,126.16,15.27,0.42,2.2
20210422,121.52,261.03,0.27,449.52,58.89,116.95,7.41,0.2,1.05
20210423,209.3,266.46,0.47,428.66,96.46,118.24,11.88,0.34,1.73
20210424,286.59,293.38,0.64,416.1,129.38,130.68,16.31,0.45,2.35
20210425,279.2,294.56,0.62,424.67,126.73,131.4,15.98,0.47,2.47
20210426,262.77,270.31,0.59,426.11,118.41,120.02,14.44,0.41,2.21
20210427,274.64,281.16,0.62,403.93,119.62,120.88,14.45,0.39,2.05
20210428,262.8,275.55,0.59,427.45,119.5,122.99,14.61,0.4,2.07
20210429,268.92,275.66,0.6,419.58,121.82,123.27,14.87,0.39,2.01
20210430,255.78,270.95,0.57,430.42,115.91,120.48,14.07,0.37,1.88
20210501,259.44,262.55,0.58,424.33,114.89,115.88,13.8,0.34,1.76
20210502,229.46,263.88,0.51,430.56,105.06,118.49,12.89,0.34,1.74
20210503,240.33,257.91,0.53,429.78,107.98,114.34,12.97,0.33,1.68
20210504,170.41,238.2,0.38,422.6,77.18,103.88,9.08,0.22,1.12
20210505,219.65,281.64,0.48,419.98,104.22,128.88,13.38,0.35,1.81
20210506,254.5,289.12,0.56,419.76,120.24,133.09,15.56,0.4,2.05
20210507,254.95,297.81,0.56,434.72,120.61,136.95,15.82,0.44,2.24
20210508,292.29,298.25,0.64,419.58,136.88,137.81,17.58,0.48,2.54
20210509,199.77,289.34,0.44,429.32,95.41,132.84,12.46,0.36,1.88
20210510,272.34,288.63,0.6,428.97,127.66,133.02,16.26,0.43,2.23
20210511,214.98,290.61,0.47,434.84,104.83,134.81,13.9,0.38,1.95
20210512,278.91,294.83,0.61,430.45,130.11,135.07,16.8,0.46,2.38
20210513,178.33,295.27,0.39,436.19,87.75,136.62,12.02,0.32,1.61
20210514,281.7,288.89,0.62,429.17,129.95,131.59,16.48,0.44,2.27
20210515,281.88,292.09,0.62,436.83,131.41,134.09,16.62,0.45,2.35
20210516,292.56,297.77,0.64,437.05,137.0,137.61,17.52,0.49,2.58
20210517,291.2,304.39,0.63,444.16,138.39,142.48,17.97,0.5,2.62
20210518,304.12,314.33,0.66,451.94,145.73,148.04,19.28,0.55,2.94
20210519,258.35,312.91,0.56,447.69,125.41,147.43,16.92,0.49,2.52
20210520,301.52,315.05,0.66,437.14,142.56,146.38,18.73,0.54,2.81
20210521,279.66,314.87,0.61,444.55,134.38,147.83,18.12,0.52,2.72
20210522,291.56,313.87,0.63,437.87,141.74,149.47,19.16,0.55,2.91
20210523,276.17,312.73,0.6,442.3,132.82,146.91,17.64,0.51,2.65
20210524,160.49,282.95,0.35,442.0,78.66,131.64,10.54,0.3,1.56
20210525,135.31,300.16,0.3,441.29,69.74,142.63,10.23,0.29,1.46
20210526,68.12,274.59,0.15,440.46,36.38,128.48,5.4,0.15,0.76
20210527,125.74,266.84,0.27,444.35,64.01,124.54,8.8,0.23,1.2
20210528,248.84,268.4,0.54,440.41,114.79,122.23,14.33,0.38,1.95
20210529,217.54,250.24,0.47,441.45,98.65,112.29,11.99,0.31,1.61
20210530,205.97,242.92,0.45,446.86,93.85,109.01,11.27,0.3,1.56
20210531,92.17,246.42,0.2,444.17,45.3,111.92,5.53,0.14,0.72
20210601,208.87,244.06,0.45,445.88,96.36,110.63,11.15,0.3,1.57
20210602,150.98,256.12,0.33,445.27,72.7,116.04,8.9,0.24,1.23
20210603,257.45,266.9,0.55,439.69,120.43,123.39,14.72,0.4,2.11
20210604,267.12,283.51,0.58,437.76,126.02,131.47,15.93,0.45,2.35
20210605,269.89,291.33,0.59,437.99,127.99,135.77,16.51,0.47,2.46
20210606,259.01,294.16,0.56,445.34,123.53,137.37,16.14,0.48,2.52
20210607,243.99,286.84,0.53,451.55,115.58,132.62,14.97,0.43,2.23
20210608,243.21,281.66,0.52,445.79,116.1,131.35,14.9,0.41,2.15
20210609,158.23,273.07,0.34,446.76,77.99,126.05,10.23,0.28,1.41
20210610,151.35,245.89,0.33,445.7,72.02,111.58,8.81,0.25,1.28
20210611,156.01,237.52,0.34,444.57,73.55,107.27,8.9,0.24,1.23
20210612,170.67,256.63,0.37,451.09,81.93,117.97,10.61,0.3,1.52
20210613,141.52,265.1,0.3,450.02,70.73,123.95,9.77,0.29,1.46
20210614,172.84,280.09,0.38,446.18,86.6,132.11,12.27,0.36,1.82
20210615,79.21,252.35,0.17,447.85,41.66,116.53,6.0,0.16,0.8
20210616,79.52,254.28,0.17,444.41,41.34,116.87,5.85,0.16,0.84
20210617,58.82,260.6,0.12,443.33,31.15,119.85,4.59,0.12,0.59
20210618,99.12,291.98,0.21,442.46,53.3,137.61,8.23,0.24,1.23
20210619,83.67,290.54,0.18,437.97,44.27,137.87,6.58,0.17,0.89
20210620,182.12,284.34,0.39,443.14,92.13,134.56,12.7,0.36,1.84
20210621,180.3,262.27,0.39,448.29,87.45,121.01,11.3,0.3,1.57
20210622,149.91,260.45,0.33,449.94,74.21,120.23,9.79,0.27,1.34
20210623,167.44,261.83,0.36,445.84,82.45,121.65,10.71,0.3,1.52
20210624,225.88,269.99,0.49,443.79,107.66,126.2,13.98,0.38,2.0
20210625,214.84,275.82,0.47,445.62,104.16,129.5,13.98,0.4,2.06
20210626,239.3,277.95,0.52,439.45,114.59,130.32,15.08,0.43,2.24
20210627,182.87,295.11,0.4,441.26,92.25,139.52,13.09,0.37,1.86
20210628,242.55,295.54,0.52,436.55,118.91,139.77,16.11,0.48,2.48
20210629,172.93,283.88,0.38,440.62,87.37,134.09,11.88,0.35,1.83
20210630,198.76,262.58,0.43,445.65,95.24,122.42,12.12,0.34,1.76
