,Unnamed: 0,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
107,20120417,100.15,2.64,5.05,0.41,4.62,211.25,4.0,8.33,0.63,7.7,211.19,31.48,18.73,25.1,32.73,-259.46,39.07,25.37,14.22,55.69,0.0,267.13,277.24,0.61,418.87,120.4,123.67,14.98,0.39,2.03
108,20120418,100.05,3.58,5.75,0.55,5.2,211.06,5.23,8.24,0.8,7.44,212.88,31.68,21.21,26.44,32.81,-258.21,39.84,24.91,16.17,61.25,0.46,265.62,285.34,0.6,428.66,123.26,130.57,15.9,0.43,2.21
109,20120419,100.08,3.26,6.03,0.67,5.36,207.12,4.75,8.55,0.86,7.7,210.62,32.12,20.53,26.33,33.84,-256.46,41.01,24.32,15.62,58.81,0.07,276.33,286.78,0.62,428.15,128.54,132.12,16.54,0.45,2.3
110,20120420,100.22,3.14,5.36,0.23,5.13,198.25,4.45,7.88,0.51,7.37,205.06,32.06,21.97,27.01,33.62,-259.94,39.69,26.48,16.91,61.75,0.0,251.39,275.56,0.57,433.28,116.2,125.29,14.55,0.39,2.02
111,20120421,100.21,2.87,5.03,0.31,4.72,274.06,4.12,6.09,0.57,5.52,273.06,32.11,17.68,24.89,33.01,-257.15,40.27,24.27,13.31,51.5,0.0,278.74,288.35,0.63,416.16,125.91,128.92,15.95,0.41,2.12
112,20120422,100.0,3.57,6.72,1.96,4.75,249.81,5.06,9.3,2.36,6.95,250.62,32.77,17.55,25.15,34.18,-256.38,41.37,24.6,13.06,48.06,0.01,283.97,294.27,0.64,416.79,129.91,133.25,16.71,0.45,2.29
113,20120423,100.05,3.72,6.74,0.52,6.23,236.25,5.33,9.32,0.83,8.49,236.75,32.37,19.32,25.85,33.68,-260.02,39.15,26.03,14.59,52.69,2.24,236.9,276.2,0.53,441.34,111.13,126.49,14.16,0.39,2.02
114,20120424,100.08,4.21,6.92,1.42,5.5,213.25,5.98,10.09,1.7,8.39,215.12,32.9,20.82,26.86,34.3,-257.56,41.62,26.03,15.87,56.5,5.44,276.01,290.26,0.62,434.54,127.85,132.73,16.52,0.46,2.43
115,20120425,100.19,4.6,7.12,2.72,4.41,202.25,6.38,9.77,3.61,6.16,204.12,32.12,21.45,26.78,33.35,-257.63,40.54,25.02,16.17,58.81,2.08,259.41,300.79,0.58,432.13,122.22,138.49,16.3,0.46,2.4
116,20120426,100.23,4.22,5.91,1.88,4.04,201.81,6.0,9.08,3.16,5.91,204.25,32.64,21.01,26.82,34.1,-258.49,40.14,25.49,15.69,54.5,0.45,253.97,285.33,0.57,438.66,119.38,131.22,15.33,0.41,2.14
117,20120427,100.04,4.62,7.13,2.03,5.1,205.81,6.27,9.77,2.29,7.49,208.0,33.08,20.6,26.84,34.65,-258.92,41.26,27.03,15.38,52.25,4.39,209.61,272.93,0.47,446.05,97.52,123.84,12.17,0.33,1.7
118,20120428,99.85,4.72,6.21,2.76,3.45,214.94,6.48,8.77,3.56,5.2,216.38,32.74,22.39,27.57,33.65,-258.55,40.86,26.26,17.21,59.56,7.82,265.57,287.55,0.59,435.97,124.73,133.17,16.08,0.44,2.29
119,20120429,99.93,3.18,6.88,0.3,6.56,206.31,4.59,9.7,0.16,9.54,211.75,33.26,19.15,26.21,35.07,-258.63,41.03,26.51,14.47,50.5,0.0,249.88,287.14,0.55,441.2,117.78,132.24,15.16,0.42,2.2
120,20120430,99.81,5.02,6.37,3.77,2.59,198.31,6.84,8.92,4.96,3.96,200.31,33.26,21.71,27.49,34.51,-258.36,41.61,26.82,16.48,55.38,0.15,274.91,290.12,0.61,438.99,127.77,132.98,16.39,0.44,2.28
121,20120501,99.91,4.8,7.45,2.81,4.63,196.75,6.46,9.55,3.59,5.95,198.69,32.95,21.81,27.38,34.46,-258.16,41.64,26.65,16.66,57.31,0.17,248.32,282.96,0.55,440.3,116.37,129.58,14.85,0.4,2.07
122,20120502,100.05,4.51,6.02,2.78,3.24,187.31,6.05,8.48,3.12,5.34,189.25,32.11,23.18,27.64,33.42,-260.41,39.48,26.74,18.07,64.44,7.93,254.06,282.46,0.56,433.23,117.96,128.34,14.8,0.39,1.99
123,20120503,100.08,3.18,5.44,0.96,4.48,178.94,4.73,8.11,0.87,7.24,180.31,31.32,22.48,26.9,32.44,-261.43,37.97,26.25,17.46,65.25,8.22,227.93,282.2,0.51,438.24,106.9,128.11,13.72,0.37,1.9
124,20120504,100.08,3.57,5.29,2.03,3.26,161.75,5.07,7.45,3.16,4.28,162.31,29.9,22.08,25.99,31.09,-261.31,36.54,24.7,16.91,67.56,4.18,244.68,278.33,0.54,425.58,113.77,126.2,14.37,0.38,1.93
125,20120505,100.31,2.32,2.68,1.65,1.03,139.62,3.44,4.62,2.53,2.09,139.56,28.14,22.04,25.09,28.76,-266.49,31.77,25.11,16.66,71.19,0.07,275.8,300.26,0.61,412.17,128.24,137.15,16.61,0.43,2.21
126,20120506,100.22,1.7,3.16,0.55,2.61,237.56,2.69,6.17,0.79,5.38,251.44,31.07,18.65,24.86,32.76,-257.63,38.94,23.43,13.61,53.38,0.0,280.11,292.2,0.62,414.16,128.96,132.87,16.3,0.41,
127,20120507,100.07,2.57,5.07,0.55,4.52,221.94,4.17,7.91,0.81,7.1,225.0,32.35,18.01,25.18,34.17,-256.8,40.76,24.41,13.12,48.5,0.0,272.48,288.38,0.6,418.93,123.98,129.34,15.52,0.4,2.03
128,20120508,100.09,5.25,8.44,3.02,5.41,180.94,7.03,10.43,5.37,5.06,181.94,32.16,20.24,26.2,33.67,-258.32,40.29,25.46,15.08,54.69,0.0,280.58,290.85,0.62,430.25,128.65,131.65,16.23,0.43,2.21
129,20120509,100.28,4.54,5.45,3.46,1.98,170.75,6.09,6.74,5.52,1.23,171.56,29.97,23.88,26.92,30.67,-265.5,34.3,26.65,18.62,71.75,5.59,243.95,281.68,0.54,432.16,115.71,129.79,14.67,0.4,2.08
130,20120510,100.41,2.76,3.77,1.76,2.01,179.38,4.25,6.45,1.95,4.51,180.69,29.14,24.02,26.58,29.51,-266.81,32.75,26.42,18.74,75.44,4.15,272.26,283.38,0.6,427.56,126.2,129.64,15.85,0.41,2.08
131,20120511,100.16,3.92,7.35,1.88,5.47,192.81,5.32,9.48,2.97,6.52,194.69,31.73,22.71,27.22,33.61,-259.27,39.26,25.37,17.46,63.94,0.0,275.06,285.9,0.6,434.58,127.32,130.55,16.01,0.41,2.14
132,20120512,99.93,4.73,6.71,2.94,3.77,187.62,6.16,8.82,2.97,5.85,189.62,32.27,23.19,27.73,33.78,-261.31,38.7,26.86,17.94,62.31,0.0,257.77,274.48,0.56,432.16,120.29,126.07,15.03,0.41,2.1
133,20120513,99.87,4.2,6.66,2.85,3.81,194.31,5.55,9.02,3.1,5.92,196.69,32.83,23.08,27.95,33.99,-261.67,39.16,27.69,17.88,60.5,0.0,261.42,272.55,0.57,435.13,121.38,124.88,14.96,0.4,2.09
134,20120514,99.89,4.07,7.16,1.1,6.06,200.06,5.38,9.3,1.12,8.17,202.88,34.44,22.08,28.26,36.35,-259.7,42.0,28.55,16.97,53.31,0.0,265.02,278.7,0.58,446.69,122.8,127.36,15.37,0.41,2.15
135,20120515,99.98,3.58,6.37,0.42,5.95,207.5,4.92,8.91,0.59,8.31,211.25,34.27,21.37,27.82,35.53,-261.13,40.65,28.63,16.24,50.94,1.43,212.06,265.71,0.46,451.97,98.81,120.76,12.25,0.32,1.65
136,20120516,99.81,2.98,5.48,0.37,5.12,232.19,4.22,7.46,0.65,6.81,231.0,34.54,18.81,26.67,35.83,-258.56,42.71,28.12,14.28,46.38,0.43,265.23,276.28,0.58,438.05,121.01,124.27,14.72,0.39,2.03
137,20120517,99.7,4.03,6.39,1.62,4.76,183.81,5.5,8.86,1.41,7.45,185.81,35.08,21.48,28.28,36.97,-257.82,43.42,28.09,16.48,51.19,0.09,267.54,287.85,0.59,440.25,122.31,129.23,15.27,0.4,2.05
138,20120518,99.8,4.18,5.14,2.48,2.66,164.19,5.72,6.52,4.38,2.13,165.25,33.3,23.97,28.63,34.17,-262.52,39.55,28.92,18.86,61.5,5.9,241.91,266.73,0.53,450.98,111.09,119.84,13.25,0.34,1.77
139,20120519,99.96,2.34,5.55,0.41,5.15,143.31,3.18,7.7,0.33,7.38,141.69,32.68,23.92,28.3,34.12,-262.1,38.93,27.87,18.8,63.94,1.69,276.49,285.97,0.6,441.27,127.2,129.95,15.85,0.41,2.13
140,20120520,99.91,3.08,5.92,1.38,4.54,175.12,4.17,8.27,1.22,7.06,177.25,33.46,22.96,28.21,35.19,-259.43,40.92,27.2,17.88,59.81,1.7,243.83,276.35,0.53,455.53,113.23,125.25,14.0,0.38,1.98
141,20120521,99.83,3.17,6.66,1.59,5.07,194.19,4.34,8.75,1.79,6.95,197.81,34.03,22.37,28.2,36.02,-259.2,41.81,27.87,17.4,57.0,1.24,269.14,285.09,0.59,449.38,124.3,129.88,15.6,0.41,2.12
142,20120522,99.81,3.28,5.64,0.81,4.83,209.56,4.59,7.98,0.96,7.02,212.88,34.32,20.84,27.58,35.8,-259.02,42.18,28.05,16.17,53.0,0.0,273.92,290.89,0.59,442.34,126.15,132.03,15.95,0.43,2.21
143,20120523,99.73,4.53,5.94,3.08,2.86,182.62,5.95,8.19,3.2,4.99,184.38,33.79,22.96,28.37,34.9,-260.94,40.83,28.62,17.88,57.5,0.01,244.5,273.05,0.53,457.84,112.45,123.23,13.75,0.36,1.87
144,20120524,99.56,3.67,7.51,0.37,7.13,166.75,4.72,9.57,0.36,9.21,166.0,34.37,21.78,28.08,36.2,-259.0,42.72,28.57,16.97,54.44,0.0,254.91,272.8,0.55,451.42,116.6,122.96,14.23,0.38,1.91
145,20120525,99.58,4.54,7.02,1.69,5.33,174.31,5.63,8.8,1.55,7.24,175.5,33.82,23.01,28.41,35.41,-259.65,41.83,28.33,18.07,58.69,0.0,266.73,283.49,0.58,442.79,121.66,127.3,15.02,0.39,2.01
146,20120526,99.69,4.59,5.65,3.44,2.21,170.62,5.73,7.23,4.18,3.05,171.56,32.65,24.66,28.65,33.91,-262.8,38.32,27.97,19.71,66.38,0.09,255.28,273.71,0.55,446.41,117.27,123.29,14.35,0.38,1.94
147,20120527,99.69,4.67,6.09,3.8,2.28,168.44,6.12,7.41,5.03,2.38,169.62,30.98,25.46,28.22,31.42,-265.85,35.72,28.4,20.57,74.19,14.49,219.95,245.3,0.48,450.67,99.58,108.32,11.27,0.29,1.48
148,20120528,99.72,3.95,4.78,3.23,1.55,174.62,5.51,6.55,3.59,2.96,175.62,30.45,25.36,27.9,30.75,-266.49,34.42,27.76,20.45,75.75,6.93,208.16,236.77,0.45,448.07,95.36,105.34,10.84,0.27,1.43
149,20120529,99.81,3.65,5.15,2.05,3.1,169.19,5.02,7.46,3.77,3.69,170.12,30.66,24.67,27.66,31.3,-264.78,35.33,26.97,19.65,73.0,0.14,226.3,262.8,0.49,451.46,105.7,119.22,12.92,0.34,1.73
150,20120530,99.61,4.52,6.7,2.09,4.61,169.69,5.93,8.59,4.52,4.07,170.88,31.89,24.38,28.14,33.17,-260.97,38.98,26.8,19.41,68.94,0.0,238.12,263.77,0.52,447.97,110.62,119.67,13.35,0.36,1.86
151,20120531,99.52,5.09,7.09,3.31,3.78,170.31,6.45,8.91,5.3,3.6,171.62,32.77,24.11,28.44,34.15,-261.12,39.85,27.82,19.1,64.62,0.0,223.99,267.15,0.48,451.37,105.56,121.94,12.84,0.35,1.8
152,20120601,99.55,3.95,6.35,1.86,4.49,165.56,5.12,8.35,1.86,6.5,166.69,31.86,24.66,28.26,32.95,-263.95,37.34,28.13,19.78,68.81,0.84,194.62,271.34,0.42,442.55,93.92,124.66,11.77,0.32,1.62
153,20120602,99.41,5.77,8.81,3.45,5.36,168.69,7.21,11.04,5.66,5.38,170.56,33.35,24.72,29.04,34.77,-259.45,41.73,28.02,19.96,66.12,0.22,242.26,266.48,0.52,450.74,112.54,121.48,13.59,0.36,1.86
154,20120603,99.15,5.59,8.08,1.95,6.14,180.75,6.91,10.06,1.86,8.21,184.31,34.77,24.4,29.58,36.19,-259.09,43.49,29.43,19.78,61.06,0.14,181.82,257.35,0.39,462.47,87.65,118.36,10.55,0.28,1.42
155,20120604,99.19,4.55,8.77,2.3,6.47,217.81,6.16,10.98,2.74,8.23,220.5,36.99,21.45,29.23,38.46,-257.31,46.28,30.44,16.6,46.0,0.22,256.33,282.58,0.55,461.55,120.23,130.43,15.14,0.41,2.11
156,20120605,99.35,4.11,6.51,2.18,4.33,138.19,5.2,8.47,2.25,6.22,137.5,34.92,24.14,29.53,36.17,-262.63,40.75,30.23,19.23,57.0,0.22,255.61,292.73,0.55,457.58,120.65,134.99,15.54,0.43,2.21
157,20120606,99.38,3.91,5.89,3.03,2.86,121.69,5.01,7.05,3.38,3.66,121.19,34.08,24.74,29.41,35.4,-262.7,40.15,29.69,19.9,61.56,2.29,268.83,292.05,0.59,452.0,127.09,135.37,16.41,0.45,2.32
158,20120607,99.42,2.95,4.24,1.94,2.3,134.62,4.16,5.64,2.41,3.23,135.81,32.45,26.27,29.37,32.65,-265.93,36.55,29.34,21.67,71.44,10.78,206.98,275.17,0.45,457.72,99.32,127.47,12.6,0.34,1.77
159,20120608,99.55,2.76,4.47,0.71,3.77,142.25,4.21,6.74,0.91,5.84,141.94,32.59,25.15,28.87,33.13,-265.44,37.0,29.29,20.32,67.12,3.92,244.33,257.37,0.53,450.45,112.83,116.97,13.71,0.37,1.9
160,20120609,99.52,4.73,6.25,3.55,2.69,185.38,6.23,8.38,3.77,4.62,186.75,31.99,24.46,28.23,32.66,-264.92,36.97,28.73,19.41,66.44,2.87,231.2,264.04,0.5,454.62,108.86,120.88,13.5,0.38,1.94
161,20120610,99.31,4.52,8.16,0.48,7.67,173.75,5.86,10.3,0.23,10.07,177.38,34.13,23.12,28.62,35.76,-258.82,42.38,28.05,18.19,58.38,0.75,233.16,265.48,0.51,450.78,108.38,120.5,13.06,0.35,1.83
162,20120611,99.32,3.7,5.99,0.66,5.33,144.81,4.82,7.99,0.56,7.42,144.19,34.65,23.17,28.91,36.3,-260.49,42.23,29.56,18.43,57.31,0.45,250.84,267.8,0.54,451.06,117.87,123.99,14.41,0.39,2.02
163,20120612,99.58,5.27,6.29,4.14,2.16,162.25,6.47,7.91,5.48,2.43,163.0,32.8,24.92,28.86,34.07,-263.18,38.93,28.96,20.02,66.44,0.43,256.19,278.59,0.55,454.4,121.74,129.86,15.18,0.42,2.18
164,20120613,99.69,5.13,6.38,3.92,2.45,169.69,6.63,7.56,5.3,2.27,170.5,31.6,25.28,28.44,32.06,-267.02,35.25,29.13,20.39,70.44,3.78,252.62,279.02,0.55,447.91,120.09,130.7,15.25,0.42,2.18
165,20120614,99.68,6.79,7.98,5.2,2.79,197.75,8.74,9.77,7.54,2.23,199.19,32.67,23.79,28.23,33.27,-264.74,37.54,29.13,18.62,61.31,0.6,215.69,260.14,0.47,450.5,102.93,120.45,12.34,0.34,1.71
166,20120615,99.43,7.89,10.29,6.04,4.26,206.94,10.11,13.66,8.11,5.56,208.94,33.49,24.28,28.88,33.83,-263.95,38.49,29.3,19.23,60.44,0.13,206.89,262.26,0.45,452.36,99.66,122.03,12.01,0.33,1.68
167,20120616,99.23,6.84,8.66,5.23,3.43,214.81,8.84,10.91,6.16,4.76,217.0,32.21,24.96,28.58,32.37,-265.21,36.7,28.76,20.02,66.56,7.04,163.91,273.68,0.35,453.16,82.05,128.54,10.54,0.3,1.5
168,20120617,99.33,4.46,6.0,3.2,2.8,185.31,5.8,8.27,3.76,4.52,187.19,30.4,25.26,27.83,30.86,-266.36,34.17,27.38,20.39,75.25,8.92,116.35,248.24,0.25,448.98,59.2,114.41,7.2,0.2,1.02
169,20120618,99.41,2.68,4.38,1.07,3.31,168.62,3.73,6.03,1.1,4.93,168.06,31.46,24.76,28.11,33.0,-264.99,36.15,27.99,19.78,69.5,4.58,212.27,249.45,0.46,450.62,99.93,114.41,11.77,0.32,1.62
170,20120619,99.22,1.42,2.77,0.45,2.3,146.38,2.17,4.48,0.46,4.02,144.44,31.59,24.49,28.04,33.45,-264.07,36.58,27.51,19.53,68.12,3.89,116.47,241.67,0.25,451.12,58.37,110.45,7.11,0.19,0.94
171,20120620,99.11,2.75,4.92,0.38,4.53,210.75,3.92,6.88,0.47,6.41,210.44,31.5,24.48,27.99,32.89,-264.7,36.1,27.65,19.53,67.81,4.81,126.27,261.65,0.27,455.67,62.87,121.46,8.05,0.23,1.16
172,20120621,99.2,3.88,4.73,2.79,1.94,111.44,5.12,6.35,4.03,2.33,111.44,30.0,26.34,28.17,30.51,-267.14,33.48,27.48,21.79,81.75,26.76,106.22,274.9,0.23,450.62,56.19,129.4,8.05,0.23,1.2
173,20120622,99.29,4.58,5.78,3.81,1.97,164.75,6.23,7.82,4.62,3.2,150.62,28.88,26.36,27.62,28.87,-269.12,31.3,27.26,21.79,86.5,12.16,169.24,264.85,0.37,450.16,84.27,123.71,10.81,0.3,1.52
174,20120623,99.41,4.05,5.04,2.35,2.69,248.19,5.85,7.52,4.71,2.81,249.12,29.89,25.56,27.73,30.2,-265.91,33.97,26.73,20.75,78.94,10.5,110.06,273.76,0.24,453.75,57.96,128.99,8.05,0.23,1.18
175,20120624,99.5,5.68,7.67,3.6,4.07,233.69,7.58,9.33,5.83,3.51,234.81,29.26,25.22,27.24,29.49,-265.74,33.8,26.4,20.32,80.06,6.21,51.75,250.24,0.11,443.93,28.13,115.57,3.83,0.1,0.51
176,20120625,99.61,7.3,8.97,5.38,3.59,208.88,9.51,11.88,7.07,4.8,210.56,29.88,24.8,27.34,29.92,-264.37,35.32,26.53,19.78,76.19,2.5,164.61,286.6,0.36,439.47,82.71,134.75,11.17,0.31,1.6
177,20120626,99.55,6.45,7.95,4.27,3.68,218.56,8.41,10.42,5.15,5.27,220.31,30.9,24.79,27.84,31.29,-264.71,35.55,27.11,19.78,71.62,0.14,214.66,272.99,0.47,435.83,104.08,127.63,13.12,0.36,1.85
178,20120627,99.56,5.09,6.19,3.53,2.65,225.75,6.77,8.2,5.12,3.09,227.31,30.95,24.48,27.71,31.2,-264.88,35.67,27.39,19.41,70.25,0.0,214.87,276.49,0.47,439.68,103.57,128.95,13.27,0.36,1.88
179,20120628,99.63,3.05,4.83,1.28,3.55,205.19,4.37,6.74,1.02,5.72,205.19,31.26,24.08,27.66,32.09,-264.68,36.29,27.82,18.98,67.44,0.77,262.44,284.26,0.57,446.27,124.2,132.02,15.88,0.43,2.24
180,20120629,99.51,2.61,4.98,0.41,4.56,209.06,3.8,7.27,0.36,6.91,210.69,31.51,24.32,27.91,32.57,-263.35,36.69,26.9,19.29,67.88,0.54,204.12,258.41,0.45,449.66,98.58,120.32,12.45,0.34,1.76
181,20120630,99.42,3.23,4.49,1.98,2.51,186.0,4.43,6.99,2.14,4.86,187.88,30.55,25.08,27.81,31.01,-266.46,34.4,27.72,20.14,73.88,3.28,212.94,254.7,0.46,448.19,101.37,117.73,12.41,0.34,1.77
182,20120701,99.44,4.05,6.29,2.09,4.2,137.75,5.34,7.82,3.18,4.64,137.5,30.3,25.27,27.79,31.19,-265.62,34.71,27.18,20.39,76.12,2.97,221.89,285.27,0.48,449.72,108.8,134.67,14.99,0.43,2.22
183,20120702,99.45,4.89,7.66,2.02,5.65,105.0,6.41,9.41,3.66,5.75,104.88,30.09,23.98,27.03,31.45,-263.98,35.35,26.18,18.86,71.88,2.43,157.05,307.03,0.34,445.3,80.31,146.63,12.28,0.35,1.8
184,20120703,99.27,4.98,7.18,1.98,5.2,134.06,6.33,8.75,3.49,5.26,134.62,30.04,24.65,27.34,31.43,-263.88,35.18,25.91,19.65,74.44,7.07,178.97,294.21,0.39,448.44,91.0,139.72,13.39,0.38,1.95
185,20120704,99.27,5.91,7.45,4.52,2.93,171.25,7.52,9.3,6.7,2.6,172.19,29.86,24.86,27.36,31.0,-264.41,35.24,26.5,19.9,76.06,5.63,167.73,293.75,0.37,450.96,86.77,140.27,13.06,0.38,1.96
186,20120705,99.42,4.62,5.51,3.41,2.09,194.44,6.22,7.4,4.18,3.23,196.06,29.65,26.48,28.06,29.92,-267.25,33.15,27.26,21.91,83.81,23.24,165.27,296.98,0.36,451.37,85.32,142.12,12.82,0.39,2.02
187,20120706,99.44,3.34,4.97,2.12,2.85,195.19,4.81,7.4,2.84,4.56,195.94,29.83,26.37,28.1,30.19,-266.58,33.68,27.1,21.79,82.81,15.7,198.84,302.63,0.43,445.53,101.32,144.69,14.98,0.44,2.23
188,20120707,99.38,4.84,6.32,3.46,2.86,179.0,6.52,7.88,5.23,2.64,179.94,29.04,25.3,27.16,29.43,-266.27,33.25,26.37,20.45,81.5,7.69,161.59,294.86,0.35,443.72,80.98,139.69,11.19,0.3,1.54
189,20120708,99.38,4.33,5.35,3.02,2.33,179.19,5.8,7.13,4.23,2.9,179.94,29.35,25.49,27.42,29.97,-265.59,33.66,26.1,20.63,80.88,3.48,114.39,285.02,0.25,443.27,59.8,134.07,8.47,0.23,1.2
190,20120709,99.59,4.57,6.48,2.4,4.09,170.69,6.16,7.84,3.88,3.97,171.06,29.3,25.5,27.4,29.82,-266.63,32.95,26.42,20.63,81.12,6.12,166.14,294.93,0.36,444.61,84.85,140.35,12.01,0.34,1.77
191,20120710,99.9,4.15,5.38,3.18,2.2,183.88,5.66,7.09,3.91,3.19,184.56,28.64,25.44,27.04,29.05,-267.7,31.91,26.47,20.51,83.5,3.8,223.69,302.39,0.48,440.01,110.69,144.02,15.38,0.44,2.25
192,20120711,99.92,3.6,5.02,2.62,2.39,201.62,5.05,7.5,2.88,4.61,203.0,29.62,25.66,27.64,30.33,-265.11,34.06,26.02,20.75,80.62,11.93,162.64,289.3,0.35,447.26,81.85,136.8,11.17,0.31,1.59
193,20120712,99.87,3.51,4.34,2.46,1.88,223.38,5.18,6.7,3.81,2.89,224.38,29.65,26.26,27.96,29.74,-267.37,32.94,27.15,21.55,82.88,9.97,100.19,287.98,0.22,452.1,53.14,136.56,7.52,0.2,1.03
194,20120713,99.81,3.45,4.5,1.4,3.1,247.62,5.05,7.09,2.47,4.61,248.31,28.83,25.9,27.37,28.69,-268.08,31.83,26.76,21.12,84.75,12.8,199.3,281.33,0.44,449.38,97.76,132.8,12.86,0.38,1.96
195,20120714,99.69,3.6,4.92,2.53,2.39,213.0,5.25,7.34,3.26,4.08,213.81,29.02,26.44,27.73,29.0,-267.08,32.53,26.46,21.79,86.56,8.92,184.8,295.12,0.41,441.95,92.34,140.46,12.61,0.38,1.98
196,20120715,99.79,5.1,6.11,3.77,2.34,192.44,6.93,7.97,5.38,2.59,193.19,28.76,26.23,27.49,28.78,-267.98,31.88,26.71,21.48,86.75,12.81,174.47,296.1,0.38,441.64,88.33,140.64,12.38,0.36,1.87
197,20120716,99.95,4.25,5.35,3.3,2.05,193.25,5.83,7.69,3.93,3.75,193.94,28.72,25.16,26.94,29.07,-266.87,32.36,26.08,20.14,82.25,7.0,164.98,292.76,0.36,443.02,84.37,138.66,11.79,0.34,1.75
198,20120717,99.86,4.22,5.43,2.79,2.64,233.25,6.16,7.85,4.87,2.98,233.94,29.15,25.94,27.54,29.18,-266.17,33.25,26.26,21.12,83.75,5.86,167.76,283.1,0.37,443.68,84.95,133.55,11.55,0.34,1.7
199,20120718,99.62,3.51,4.88,1.52,3.36,236.69,5.19,7.32,1.77,5.55,238.12,29.34,25.85,27.59,29.43,-266.13,33.24,26.22,21.06,82.5,15.08,148.02,244.88,0.32,445.58,72.93,112.6,8.97,0.26,1.34
200,20120719,99.48,2.65,4.2,0.61,3.59,181.38,3.85,6.46,0.92,5.54,181.69,28.93,26.0,27.47,29.08,-267.49,32.07,26.41,21.3,84.81,13.61,93.48,231.98,0.2,448.98,48.07,104.6,5.98,0.16,0.84
201,20120720,99.44,2.62,4.3,0.38,3.91,204.81,4.0,7.06,0.39,6.67,204.88,29.21,25.58,27.4,29.77,-265.91,33.59,26.35,20.75,82.0,10.02,177.91,289.53,0.39,450.73,89.75,137.73,12.6,0.38,1.95
202,20120721,99.57,3.73,5.74,2.41,3.32,160.44,5.4,7.05,3.58,3.48,160.56,29.07,25.49,27.28,29.65,-265.98,33.42,26.25,20.63,82.19,6.65,199.18,297.05,0.44,443.95,99.79,141.58,13.91,0.41,2.12
203,20120722,99.55,5.32,6.53,2.88,3.65,190.75,7.26,9.31,5.2,4.11,191.25,29.3,25.35,27.33,29.87,-265.7,33.55,26.09,20.45,80.5,4.39,219.02,297.27,0.48,441.91,108.29,141.62,14.94,0.44,2.24
204,20120723,99.36,4.94,5.91,3.45,2.46,203.75,6.84,8.73,5.17,3.56,204.75,29.1,25.4,27.25,29.26,-265.91,33.57,26.33,20.57,81.44,1.22,211.38,293.41,0.46,446.33,105.52,139.8,14.64,0.44,2.24
205,20120724,99.34,4.4,5.48,3.65,1.84,206.56,6.15,7.71,4.15,3.57,207.62,28.99,25.34,27.17,29.27,-266.81,32.65,26.32,20.51,81.62,2.37,191.04,286.84,0.42,446.45,95.68,135.39,13.06,0.38,1.95
206,20120725,99.44,2.81,3.91,1.6,2.31,178.31,4.19,6.16,1.67,4.49,178.38,29.04,25.69,27.36,29.65,-265.88,33.05,25.78,20.87,83.19,6.48,182.38,297.12,0.4,448.59,92.46,141.43,13.06,0.38,1.92
207,20120726,99.31,2.66,4.37,1.58,2.78,110.5,4.0,5.15,3.05,2.1,110.44,29.04,26.39,27.71,29.21,-266.8,32.55,26.2,21.85,86.38,4.22,163.86,292.02,0.36,450.22,84.02,138.72,12.01,0.34,1.77
208,20120727,99.25,3.05,4.71,1.07,3.64,209.0,4.34,7.43,1.38,6.05,210.31,28.76,26.19,27.48,28.9,-268.2,31.56,26.61,21.55,86.5,10.27,111.29,288.45,0.24,447.23,59.3,137.12,8.76,0.26,1.3
209,20120728,99.41,3.95,5.46,2.31,3.15,219.56,5.57,7.83,3.44,4.39,220.69,28.49,25.93,27.21,28.56,-267.88,31.68,26.42,21.18,86.56,13.32,140.41,292.63,0.31,447.7,72.8,139.41,10.52,0.32,1.63
210,20120729,99.54,4.47,5.28,2.85,2.42,204.06,6.28,7.63,5.12,2.51,205.25,28.37,25.52,26.94,28.48,-267.02,32.03,25.9,20.63,85.31,10.56,118.03,285.57,0.26,441.05,62.0,135.16,9.01,0.27,1.35
211,20120730,99.4,3.32,4.6,1.3,3.3,172.5,4.83,6.36,2.59,3.77,172.94,27.65,24.97,26.3,27.88,-267.79,30.83,25.48,20.02,85.94,16.59,170.72,300.62,0.38,444.82,87.41,143.67,12.73,0.38,1.95
212,20120731,99.35,4.0,6.12,0.24,5.88,204.12,5.48,8.84,0.59,8.25,205.88,27.87,24.76,26.31,28.05,-266.42,31.85,25.12,19.78,83.88,5.67,145.34,293.7,0.32,449.95,74.83,139.29,10.96,0.33,1.66
213,20120801,99.35,3.46,5.16,2.18,2.98,225.44,5.02,7.64,2.42,5.23,227.69,29.04,25.74,27.39,29.47,-264.41,33.79,25.05,21.0,83.31,0.32,178.75,287.31,0.4,448.76,89.58,135.74,12.5,0.37,1.89
